no.,receiving_date,location,harvesting_date,mass_g,volume_ml,yield_of_juice_ml,polyphenols_content_mg,polyphenols_concentration_mggae/ml,length,width,location_ElJahliye,location_Hasbaya,location_Rachiine,day_time_diff,n_days,maturity,humidity,solar_radiation,air_temperature,degree_brix,ta_av,mi,Cluster,polyphenols_category
129.0,2023-09-21,Hasbaya,2023-09-20,173.52,160.0,61.0,105.9366667,1.736666667,57.125,75.08,False,True,False,0.6296296296296297,1,False,61.51,237.0,22.45,15.0,2.464,6.08766233766234,2,low
130.0,2023-09-21,Hasbaya,2023-09-20,250.93,240.0,98.0,159.4133333,1.626666667,60.97,74.19,False,True,False,0.6296296296296297,1,False,61.51,237.0,22.45,12.2,2.048,5.95703125,2,low
131.0,2023-09-21,Hasbaya,2023-09-20,227.79,220.0,84.0,212.24,2.526666667,63.69,75.56,False,True,False,0.6296296296296297,1,False,61.51,237.0,22.45,16.0,2.848,5.61797752808989,2,moderate
132.0,2023-09-21,Hasbaya,2023-09-20,290.73,280.0,112.0,162.0266667,1.446666667,66.415,77.53,False,True,False,0.6296296296296297,1,False,61.51,237.0,22.45,14.8,1.856,7.97413793103448,2,low
133.0,2023-09-21,Hasbaya,2023-09-20,257.55,250.0,89.0,183.9333333,2.066666667,65.155,77.79,False,True,False,0.6296296296296297,1,False,61.51,237.0,22.45,15.0,2.176,6.89338235294118,2,low
134.0,2023-09-21,Hasbaya,2023-09-20,248.64,240.0,91.0,155.3066667,1.706666667,60.125,76.15,False,True,False,0.6296296296296297,1,False,61.51,237.0,22.45,15.4,2.272,6.77816901408451,2,low
135.0,2023-09-21,Hasbaya,2023-09-20,279.76,260.0,98.0,242.7133333,2.476666667,67.53,81.33,False,True,False,0.6296296296296297,1,False,61.51,237.0,22.45,11.0,2.176,5.05514705882353,2,moderate
136.0,2023-09-25,ElJahliye,2023-09-24,224.91,220.0,75.0,222.596154,2.96794872,64.535,72.25,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,14.8,2.176,6.80147058823529,1,moderate
137.0,2023-09-25,ElJahliye,2023-09-24,142.27,140.0,48.0,126.0,2.625,52.46,63.13,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,15.5,2.048,7.568359375,1,low
138.0,2023-09-25,ElJahliye,2023-09-24,142.17,140.0,45.0,142.355769,3.16346154,51.4,62.23,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,13.0,1.792,7.25446428571429,1,low
139.0,2023-09-25,ElJahliye,2023-09-24,132.68,130.0,43.0,118.25,2.75,52.385,61.91,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,14.4,2.176,6.61764705882353,1,low
140.0,2023-09-25,ElJahliye,2023-09-24,132.29,130.0,44.0,160.769231,3.65384615,51.795,61.03,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,15.0,2.112,7.10227272727273,1,low
141.0,2023-09-25,ElJahliye,2023-09-24,214.41,200.0,73.0,201.217949,2.756410256,59.275,74.12,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,14.0,2.336,5.99315068493151,1,moderate
142.0,2023-09-25,ElJahliye,2023-09-24,132.83,130.0,46.0,122.519231,2.66346154,53.13,66.87,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,14.4,2.368,6.08108108108108,1,low
143.0,2023-09-25,ElJahliye,2023-09-24,132.6,130.0,43.0,153.11859,3.56089744,50.405,58.49,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,15.4,2.432,6.33223684210526,1,low
144.0,2023-09-25,ElJahliye,2023-09-24,174.89,160.0,59.0,152.605769,2.58653846,54.98,69.06,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,15.2,2.176,6.98529411764706,1,low
145.0,2023-09-25,ElJahliye,2023-09-24,173.57,170.0,54.0,147.634615,2.73397436,57.545,71.85,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,15.1,2.368,6.37668918918919,1,low
146.0,2023-09-25,ElJahliye,2023-09-24,186.42,180.0,67.0,162.990385,2.43269231,62.58,67.52,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,12.2,1.92,6.35416666666667,1,low
147.0,2023-09-25,ElJahliye,2023-09-24,84.66,80.0,30.0,75.0961538,2.50320513,42.675,54.16,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,12.0,1.536,7.8125,1,low
148.0,2023-09-25,ElJahliye,2023-09-24,233.04,230.0,90.0,126.346154,1.40384615,65.715,81.23,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,15.0,2.336,6.42123287671233,1,low
149.0,2023-09-25,ElJahliye,2023-09-24,217.37,220.0,82.0,154.538462,1.88461538,63.72,75.17,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,12.0,2.144,5.59701492537313,1,low
150.0,2023-09-25,ElJahliye,2023-09-24,293.0,270.0,100.0,230.128205,2.30128205,72.86,81.6,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,12.9,1.888,6.83262711864407,1,moderate
151.0,2023-09-25,ElJahliye,2023-09-24,229.15,220.0,87.0,195.471154,2.24679487,61.975,75.43,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,14.4,2.08,6.92307692307692,1,low
152.0,2023-09-25,ElJahliye,2023-09-24,76.27,70.0,28.0,46.4871795,1.66025641,44.93,51.94,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,13.7,3.68,3.72282608695652,1,low
153.0,2023-09-25,ElJahliye,2023-09-24,77.37,70.0,29.0,52.5160256,1.81089744,42.365,51.84,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,14.2,2.912,4.87637362637363,1,low
154.0,2023-09-28,Hasbaya,2023-09-27,309.83,300.0,118.0,262.852564,2.2275641,71.55,84.51,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,12.4,1.824,6.79824561403509,2,moderate
155.0,2023-09-28,Hasbaya,2023-09-27,260.06,250.0,95.0,244.198718,2.57051282,67.215,80.67,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,13.8,2.304,5.98958333333333,2,moderate
156.0,2023-09-28,Hasbaya,2023-09-27,138.61,130.0,47.0,139.49359,2.96794872,58.27,72.63,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,14.5,2.272,6.38204225352113,2,low
157.0,2023-09-28,Hasbaya,2023-09-27,176.55,170.0,65.0,163.333333,2.51282051,57.615,66.98,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,13.0,1.824,7.12719298245614,2,low
158.0,2023-09-28,Hasbaya,2023-09-27,231.44,230.0,71.0,172.721154,2.43269231,63.645,83.29,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,16.0,2.016,7.93650793650794,2,low
159.0,2023-09-28,Hasbaya,2023-09-27,257.63,250.0,96.0,204.307692,2.12820513,65.71,77.92,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,16.0,2.304,6.94444444444444,2,moderate
160.0,2023-09-28,Hasbaya,2023-09-27,169.46,160.0,58.0,204.858974,3.53205128,56.215,71.96,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,13.5,1.632,8.27205882352941,2,moderate
161.0,2023-09-28,Hasbaya,2023-09-27,176.0,170.0,53.0,319.358974,6.02564103,57.205,72.63,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,15.2,2.208,6.88405797101449,2,moderate
162.0,2023-09-28,Hasbaya,2023-09-27,250.06,250.0,94.0,322.371795,3.42948718,65.37,78.18,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,12.0,1.344,8.92857142857143,2,moderate
163.0,2023-09-28,Hasbaya,2023-09-27,202.67,200.0,76.0,167.589744,2.20512821,60.665,70.53,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,15.4,2.208,6.97463768115942,2,low
164.0,2023-09-28,Hasbaya,2023-09-27,314.98,300.0,93.0,405.384615,4.35897436,67.38,80.01,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,15.0,1.792,8.37053571428571,2,high
165.0,2023-09-28,Hasbaya,2023-09-27,240.42,230.0,85.0,318.75,3.75,68.505,76.47,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,14.0,1.984,7.05645161290323,2,moderate
166.0,2023-09-28,Hasbaya,2023-09-27,319.29,300.0,94.0,300.679487,3.19871795,71.24,82.88,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,13.5,1.6,8.4375,2,moderate
167.0,2023-09-28,Hasbaya,2023-09-27,169.63,160.0,53.0,163.416667,3.08333333,56.66,67.03,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,17.2,2.368,7.26351351351351,2,low
168.0,2023-09-28,Hasbaya,2023-09-27,163.97,160.0,55.0,138.557692,2.51923077,117.18,67.09,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,12.0,1.824,6.57894736842105,2,low
169.0,2023-09-28,Hasbaya,2023-09-27,244.76,240.0,87.0,162.846154,1.87179487,70.29,81.38,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,13.0,1.824,7.12719298245614,2,low
170.0,2023-09-28,Hasbaya,2023-09-27,165.47,160.0,53.0,192.634615,3.63461538,57.155,64.3,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,15.2,2.368,6.41891891891892,2,low
171.0,2023-09-28,Hasbaya,2023-09-27,191.58,190.0,61.0,152.891026,2.50641026,57.385,70.99,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,13.0,1.92,6.77083333333333,2,low
172.0,2023-09-28,Hasbaya,2023-09-27,164.27,160.0,53.0,121.628205,2.29487179,56.355,67.79,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,17.4,1.376,12.6453488372093,2,low
173.0,2023-09-28,Hasbaya,2023-09-27,224.49,220.0,85.0,292.323718,3.43910256,62.03,75.29,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,15.0,2.304,6.51041666666667,2,moderate
174.0,2023-09-28,Hasbaya,2023-09-27,238.4,230.0,89.0,257.301282,2.89102564,56.375,75.54,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,13.2,1.42933333333333,9.23507462686569,2,moderate
175.0,2023-09-28,Hasbaya,2023-09-27,134.24,130.0,45.0,148.990385,3.31089744,51.18,63.54,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,15.2,1.49333333333333,10.1785714285715,2,low
176.0,2023-09-28,Hasbaya,2023-09-27,256.04,250.0,96.0,364.923077,3.80128205,64.545,81.86,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,14.4,1.6,9.0,2,moderate
177.0,2023-09-28,Hasbaya,2023-09-27,215.83,200.0,74.0,206.583333,2.79166667,60.295,77.18,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,14.5,1.30133333333333,11.1424180327869,2,moderate
178.0,2023-09-28,Hasbaya,2023-09-27,315.9,300.0,140.0,398.012821,2.84294872,64.89,79.5,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,12.6,1.472,8.55978260869565,2,moderate
179.0,2023-09-28,Rachiine,2023-09-28,368.67,360.0,139.0,271.317308,1.95192308,81.935,87.03,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.2,2.016,7.04365079365079,0,moderate
180.0,2023-09-28,Rachiine,2023-09-28,369.02,360.0,110.0,191.794872,1.74358974,79.57,91.25,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.0,1.984,7.05645161290323,0,low
181.0,2023-09-28,Rachiine,2023-09-28,339.79,330.0,116.0,238.320513,2.05448718,76.855,83.98,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,12.0,2.112,5.68181818181818,0,moderate
182.0,2023-09-28,Rachiine,2023-09-28,295.13,280.0,113.0,250.990385,2.22115385,76.215,80.74,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,13.5,2.208,6.11413043478261,0,moderate
183.0,2023-09-28,Rachiine,2023-09-28,366.43,360.0,115.0,224.102564,1.94871795,82.95,89.83,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.5,2.272,6.38204225352113,0,moderate
184.0,2023-09-28,Rachiine,2023-09-28,263.62,260.0,102.0,256.961538,2.51923077,70.815,79.57,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.5,2.56,5.6640625,0,moderate
185.0,2023-09-28,Rachiine,2023-09-28,259.39,260.0,103.0,204.019231,1.98076923,72.39,77.22,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,10.6,1.87733333333333,5.64630681818183,0,moderate
186.0,2023-09-28,Rachiine,2023-09-28,280.19,280.0,89.0,134.926282,1.51602564,72.6,78.59,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,13.6,2.02666666666667,6.71052631578946,0,low
187.0,2023-09-28,Rachiine,2023-09-28,474.79,460.0,139.0,251.714744,1.81089744,90.005,88.87,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,12.0,2.38933333333333,5.02232142857144,0,moderate
188.0,2023-09-28,Rachiine,2023-09-28,417.4,400.0,112.0,199.230769,1.77884615,85.21,86.57,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.2,2.41066666666667,5.89048672566371,0,low
189.0,2023-09-28,Rachiine,2023-09-28,302.98,300.0,108.0,229.5,2.125,70.375,80.77,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.4,2.64533333333333,5.44354838709678,0,moderate
190.0,2023-09-28,Rachiine,2023-09-28,299.24,290.0,113.0,198.836538,1.75961538,75.59,83.07,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.4,2.496,5.76923076923077,0,low
191.0,2023-09-28,Rachiine,2023-09-28,430.82,420.0,116.0,155.410256,1.33974359,80.5,91.86,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.0,2.77333333333333,5.04807692307693,0,low
192.0,2023-09-28,Rachiine,2023-09-28,289.75,280.0,109.0,155.115385,1.42307692,69.19,81.17,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.4,2.752,5.23255813953488,0,low
193.0,2023-09-28,Rachiine,2023-09-28,353.11,350.0,120.0,171.923077,1.43269231,83.245,85.54,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,11.8,2.816,4.19034090909091,0,low
194.0,2023-09-28,Rachiine,2023-09-28,395.37,390.0,122.0,246.346154,2.01923077,82.38,89.49,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.0,2.64533333333333,5.29233870967743,0,moderate
195.0,2023-09-28,Rachiine,2023-09-28,331.96,330.0,110.0,232.692308,2.11538462,69.735,78.39,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,12.8,2.83733333333333,4.51127819548873,0,moderate
196.0,2023-09-28,Rachiine,2023-09-28,408.35,400.0,117.0,266.25,2.27564103,78.115,89.78,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.0,2.624,5.33536585365854,0,moderate
197.0,2023-09-28,Rachiine,2023-09-28,329.25,320.0,127.0,207.920354,1.63716814,77.395,84.97,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.0,2.24,6.25,0,moderate
198.0,2023-09-28,Rachiine,2023-09-28,316.13,310.0,125.0,179.572271,1.43657817,73.31,82.11,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,15.0,2.304,6.51041666666667,0,low
199.0,2023-09-29,ElJahliye,2023-09-28,227.62,220.0,79.0,179.20649,2.26843658,63.05,74.05,True,False,False,0.925925925925926,1,True,38.95,170.0,24.6,11.2,1.312,8.53658536585366,1,low
200.0,2023-09-29,ElJahliye,2023-09-28,194.3,190.0,73.0,139.539823,1.91150442,64.19,70.38,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,12.2,1.6,7.625,1,low
201.0,2023-09-29,ElJahliye,2023-09-28,183.56,180.0,64.0,152.353982,2.38053097,59.53,68.93,True,False,False,0.925925925925926,1,True,38.95,170.0,24.6,15.0,1.6,9.375,1,low
202.0,2023-09-29,ElJahliye,2023-09-28,257.44,250.0,95.0,214.660767,2.25958702,69.52,75.79,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,15.0,1.856,8.08189655172414,1,moderate
203.0,2023-09-29,ElJahliye,2023-09-28,160.17,160.0,58.0,145.256637,2.50442478,56.055,73.09,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,13.0,1.696,7.66509433962264,1,low
204.0,2023-09-29,ElJahliye,2023-09-28,165.7,160.0,62.0,102.967552,1.66076696,60.36,68.73,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,16.2,2.272,7.13028169014085,1,low
205.0,2023-09-29,ElJahliye,2023-09-28,164.92,160.0,59.0,178.914454,3.03244838,57.06,65.98,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,14.0,2.048,6.8359375,1,low
206.0,2023-09-29,ElJahliye,2023-09-28,189.85,180.0,67.0,192.106195,2.86725664,61.15,69.63,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,14.0,1.92,7.29166666666667,1,low
207.0,2023-09-29,ElJahliye,2023-09-28,209.67,200.0,72.0,153.557522,2.13274336,60.18,73.84,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,15.6,2.08,7.5,1,low
208.0,2023-09-29,ElJahliye,2023-09-28,174.8,170.0,63.0,98.1238938,1.55752212,57.625,70.06,True,False,False,0.925925925925926,1,True,38.95,170.0,24.6,14.5,1.664,8.71394230769231,1,low
209.0,2023-09-29,ElJahliye,2023-09-28,177.56,170.0,61.0,92.8495575,1.52212389,50.565,61.89,True,False,False,0.925925925925926,1,True,38.95,170.0,24.6,15.0,1.696,8.84433962264151,1,low
210.0,2023-09-29,ElJahliye,2023-09-28,170.7,170.0,61.0,100.047198,1.64011799,56.89,66.74,True,False,False,0.925925925925926,1,True,38.95,170.0,24.6,15.4,1.888,8.15677966101695,1,low
211.0,2023-09-29,ElJahliye,2023-09-28,184.92,180.0,66.0,104.353982,1.58112094,61.09,69.54,True,False,False,0.925925925925926,1,True,38.95,170.0,24.6,15.0,1.504,9.97340425531915,1,low
212.0,2023-09-29,ElJahliye,2023-09-28,279.54,270.0,100.0,194.690265,1.94690265,69.64,84.91,True,False,False,0.925925925925926,1,True,38.95,170.0,24.6,13.0,1.536,8.46354166666667,1,low
213.0,2023-09-29,ElJahliye,2023-09-28,207.23,200.0,81.0,160.80531,1.98525074,57.58,71.08,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,11.6,1.632,7.1078431372549,1,low
214.0,2023-09-29,ElJahliye,2023-09-28,231.29,230.0,86.0,154.4955752,1.79646018,63.145,75.15,True,False,False,0.925925925925926,1,True,38.95,170.0,24.6,13.8,1.6,8.625,1,low
215.0,2023-09-29,ElJahliye,2023-09-28,142.91,140.0,47.0,97.8820059,2.08259587,51.165,62.45,True,False,False,0.925925925925926,1,True,38.95,170.0,24.6,12.0,1.28,9.375,1,low
216.0,2023-09-29,ElJahliye,2023-09-28,173.3,170.0,59.0,167.949853,2.84660767,54.615,68.3,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,12.6,1.664,7.57211538461538,1,low
217.0,2023-09-29,ElJahliye,2023-09-28,192.47,190.0,71.0,161.477876,2.27433628,59.805,67.08,True,False,False,0.925925925925926,1,True,38.95,170.0,24.6,13.5,1.664,8.11298076923077,1,low
218.0,2023-09-29,ElJahliye,2023-09-28,178.86,170.0,63.0,172.831858,2.74336283,54.845,68.1,True,False,False,0.925925925925926,1,True,38.95,170.0,24.6,15.0,1.76,8.52272727272727,1,low
219.0,2023-09-29,ElJahliye,2023-09-28,176.96,170.0,59.0,172.300885,2.92035398,54.32,72.46,True,False,False,0.925925925925926,1,True,38.95,170.0,24.6,12.8,1.312,9.75609756097561,1,low
220.0,2023-09-29,ElJahliye,2023-09-28,194.62,190.0,68.0,202.99705,2.98525074,62.025,69.71,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,16.6,2.304,7.20486111111111,1,moderate
221.0,2023-09-29,ElJahliye,2023-09-28,166.23,160.0,60.0,187.787611,3.12979351,53.235,69.14,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,14.8,1.984,7.45967741935484,1,low
222.0,2023-09-29,ElJahliye,2023-09-28,202.72,200.0,74.0,235.533923,3.18289086,60.63,70.58,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,10.6,1.952,5.43032786885246,1,moderate
223.0,2023-09-29,ElJahliye,2023-09-28,144.2,140.0,48.0,132.530973,2.76106195,51.08,66.22,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,14.2,1.856,7.65086206896552,1,low
224.0,2023-09-29,ElJahliye,2023-09-28,176.47,170.0,68.0,210.820059,3.10029499,58.26,65.28,True,False,False,0.925925925925926,1,True,38.95,170.0,24.6,13.0,1.568,8.29081632653061,1,moderate
225.0,2023-10-04,Hasbaya,2023-10-03,304.68,300.0,83.0,125.60177,1.51327434,64.445,81.3,False,True,False,0.0,1,True,69.72,160.0,20.41,12.8,1.504,8.51063829787234,2,low
226.0,2023-10-04,Hasbaya,2023-10-03,232.44,230.0,118.0,246.442478,2.08849558,62.795,73.41,False,True,False,0.0,1,True,69.72,160.0,20.41,11.0,1.248,8.81410256410256,2,moderate
227.0,2023-10-04,Hasbaya,2023-10-03,186.15,180.0,73.0,161.719764,2.21533923,58.73,71.59,False,True,False,0.0,1,True,69.72,160.0,20.41,12.5,1.44,8.68055555555556,2,low
228.0,2023-10-04,Hasbaya,2023-10-03,259.59,250.0,93.0,196.973451,2.1179941,50.205,76.77,False,True,False,0.0,1,True,69.72,160.0,20.41,14.8,1.824,8.1140350877193,2,low
229.0,2023-10-04,Hasbaya,2023-10-03,255.23,250.0,95.0,184.675516,1.9439528,62.58,75.64,False,True,False,0.0,1,False,69.72,160.0,20.41,13.8,1.856,7.43534482758621,2,low
230.0,2023-10-04,Hasbaya,2023-10-03,179.03,170.0,69.0,143.699115,2.08259587,56.255,67.02,False,True,False,0.0,1,True,69.72,160.0,20.41,13.0,1.568,8.29081632653061,2,low
231.0,2023-10-04,Hasbaya,2023-10-03,168.81,160.0,53.0,140.707965,2.65486726,52.535,69.91,False,True,False,0.0,1,True,69.72,160.0,20.41,15.8,1.92,8.22916666666667,2,low
232.0,2023-10-04,Hasbaya,2023-10-03,186.17,180.0,64.0,108.176991,1.69026549,58.48,73.87,False,True,False,0.0,1,True,69.72,160.0,20.41,11.4,1.344,8.48214285714286,2,low
233.0,2023-10-04,Hasbaya,2023-10-03,215.71,210.0,89.0,187.188791,2.10324484,53.06,69.12,False,True,False,0.0,1,False,69.72,160.0,20.41,13.8,1.728,7.98611111111111,2,low
234.0,2023-10-04,Hasbaya,2023-10-03,207.83,200.0,83.0,164.041298,1.97640118,57.345,74.08,False,True,False,0.0,1,False,69.72,160.0,20.41,13.6,1.952,6.9672131147541,2,low
235.0,2023-10-04,Hasbaya,2023-10-03,185.23,180.0,78.0,158.761062,2.03539823,55.445,70.15,False,True,False,0.0,1,False,69.72,160.0,20.41,12.5,1.6,7.8125,2,low
236.0,2023-10-04,Hasbaya,2023-10-03,185.75,180.0,76.0,220.153392,2.89675516,56.58,70.94,False,True,False,0.0,1,False,69.72,160.0,20.41,12.8,1.952,6.55737704918033,2,moderate
237.0,2023-10-04,Hasbaya,2023-10-03,241.22,240.0,93.0,318.504425,3.42477876,66.775,76.43,False,True,False,0.0,1,False,69.72,160.0,20.41,11.0,1.568,7.01530612244898,2,moderate
238.0,2023-10-04,Hasbaya,2023-10-03,241.5,240.0,101.0,288.99705,2.86135693,57.5,71.67,False,True,False,0.0,1,False,69.72,160.0,20.41,12.4,1.568,7.90816326530612,2,moderate
239.0,2023-10-04,Hasbaya,2023-10-03,212.86,210.0,45.0,111.637168,2.48082596,53.925,70.22,False,True,False,0.0,1,True,69.72,160.0,20.41,14.6,1.696,8.60849056603774,2,low
240.0,2023-10-04,Hasbaya,2023-10-03,122.13,120.0,56.0,164.861357,2.9439528,45.035,56.59,False,True,False,0.0,1,False,69.72,160.0,20.41,13.0,1.76,7.38636363636364,2,low
241.0,2023-10-04,Hasbaya,2023-10-03,144.84,140.0,56.0,243.327434,4.34513274,52.0,64.57,False,True,False,0.0,1,False,69.72,160.0,20.41,13.9,1.952,7.12090163934426,2,moderate
242.0,2023-10-04,Hasbaya,2023-10-03,205.42,200.0,81.0,192.345133,2.37463127,58.47,73.87,False,True,False,0.0,1,True,69.72,160.0,20.41,15.0,1.824,8.22368421052632,2,low
243.0,2023-10-04,Hasbaya,2023-10-03,198.78,190.0,74.0,195.150442,2.63716814,61.545,76.59,False,True,False,0.0,1,False,69.72,160.0,20.41,13.0,2.08,6.25,2,low
244.0,2023-10-04,Hasbaya,2023-10-03,154.59,150.0,63.0,129.159292,2.05014749,50.43,65.07,False,True,False,0.0,1,True,69.72,160.0,20.41,15.0,1.76,8.52272727272727,2,low
245.0,2023-10-04,Hasbaya,2023-10-03,198.77,190.0,72.0,133.59292,1.85545723,57.13,75.96,False,True,False,0.0,1,True,69.72,160.0,20.41,12.0,1.44,8.33333333333333,2,low
246.0,2023-10-04,Hasbaya,2023-10-03,188.19,180.0,73.0,276.710914,3.79056047,58.015,68.86,False,True,False,0.0,1,False,69.72,160.0,20.41,13.2,2.048,6.4453125,2,moderate
247.0,2023-10-04,Hasbaya,2023-10-03,280.5,270.0,120.0,327.433628,2.72861357,67.445,80.91,False,True,False,0.0,1,False,69.72,160.0,20.41,13.0,1.76,7.38636363636364,2,moderate
248.0,2023-10-04,Hasbaya,2023-10-03,193.79,190.0,82.0,250.59587,3.0560472,57.895,68.94,False,True,False,0.0,1,False,69.72,160.0,20.41,14.0,1.984,7.05645161290323,2,moderate
249.0,2023-10-04,Hasbaya,2023-10-03,340.97,320.0,121.0,367.640118,3.03834808,71.575,85.46,False,True,False,0.0,1,False,69.72,160.0,20.41,13.6,1.888,7.20338983050847,2,moderate
250.0,2023-10-04,Hasbaya,2023-10-03,194.11,190.0,73.0,282.525074,3.87020649,56.2,71.54,False,True,False,0.0,1,False,69.72,160.0,20.41,15.4,2.176,7.07720588235294,2,moderate
251.0,2023-10-04,Rachiine,2023-10-04,313.11,300.0,107.0,299.83516,2.802197802,70.97,74.0,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,15.9,2.816,5.64630681818182,0,moderate
252.0,2023-10-04,Rachiine,2023-10-04,345.96,340.0,138.0,406.41758,2.945054945,80.195,88.96,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,16.0,2.21866666666667,7.21153846153845,0,high
253.0,2023-10-04,Rachiine,2023-10-04,368.03,360.0,150.0,419.78022,2.798534799,74.74,90.45,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,15.0,2.45333333333333,6.11413043478262,0,high
254.0,2023-10-04,Rachiine,2023-10-04,399.51,390.0,160.0,430.18315,2.688644689,78.94,93.8,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,15.0,2.47466666666667,6.0614224137931,0,high
255.0,2023-10-04,Rachiine,2023-10-04,383.07,380.0,134.0,511.94872,3.820512821,83.775,87.63,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,15.2,2.70933333333333,5.61023622047245,0,high
256.0,2023-10-04,Rachiine,2023-10-04,326.86,320.0,132.0,324.92308,2.461538462,75.245,85.78,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,15.5,2.368,6.54560810810811,0,moderate
257.0,2023-10-04,Rachiine,2023-10-04,328.3,320.0,130.0,240.0,1.846153846,73.79,85.07,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,15.2,2.34666666666667,6.47727272727272,0,moderate
258.0,2023-10-04,Rachiine,2023-10-04,310.9,310.0,100.0,504.0293,5.04029304,75.68,87.0,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,14.9,2.24,6.65178571428571,0,high
