no.,receiving_date,location,harvesting_date,mass_g,volume_ml,yield_of_juice_ml,polyphenols_content_mg,polyphenols_concentration_mggae/ml,length,width,location_ElJahliye,location_Hasbaya,location_Rachiine,day_time_diff,n_days,maturity,humidity,solar_radiation,air_temperature,degree_brix,ta_av,mi,Cluster,polyphenols_category
552.0,2023-11-15,Rachiine,2023-11-15,225.15,220.0,66.0,440.293333,6.671111111,65.865,71.75,False,False,True,0.4444444444444444,0,False,78.33,109.0,18.22,15.8,2.51733333333333,6.27648305084747,0,high
553.0,2023-11-15,Rachiine,2023-11-15,333.53,330.0,91.0,406.062222,4.462222222,77.245,81.49,False,False,True,0.4444444444444444,0,False,78.33,109.0,18.22,16.2,2.176,7.44485294117647,0,high
554.0,2023-11-15,Rachiine,2023-11-15,420.54,410.0,130.0,669.644444,5.151111111,85.56,87.06,False,False,True,0.4444444444444444,0,False,78.33,109.0,18.22,17.0,3.15733333333333,5.38429054054055,0,high
555.0,2023-11-15,Rachiine,2023-11-15,210.76,210.0,65.0,259.133333,3.986666667,68.14,69.8,False,False,True,0.4444444444444444,0,False,78.33,109.0,18.22,17.0,2.496,6.81089743589744,0,moderate
556.0,2023-11-15,Rachiine,2023-11-15,196.75,200.0,61.0,329.128889,5.395555556,59.095,68.77,False,False,True,0.4444444444444444,0,False,78.33,109.0,18.22,16.0,2.21866666666667,7.21153846153845,0,moderate
557.0,2023-11-15,Rachiine,2023-11-15,198.41,200.0,70.0,223.377778,3.191111111,65.265,67.41,False,False,True,0.4444444444444444,0,False,78.33,109.0,18.22,15.5,3.02933333333333,5.11663732394367,0,moderate
558.0,2023-11-15,Rachiine,2023-11-15,211.49,210.0,61.0,223.937778,3.671111111,61.875,69.32,False,False,True,0.4444444444444444,0,False,78.33,109.0,18.22,16.4,2.79466666666667,5.86832061068702,0,moderate
559.0,2023-11-15,Rachiine,2023-11-15,165.73,170.0,52.0,168.48,3.24,64.18,64.34,False,False,True,0.4444444444444444,0,False,78.33,109.0,18.22,15.0,3.43466666666667,4.36723602484472,0,low
560.0,2023-11-15,Rachiine,2023-11-15,213.69,210.0,66.0,356.986667,5.408888889,68.05,71.66,False,False,True,0.4444444444444444,0,False,78.33,109.0,18.22,16.2,7.89333333333333,2.05236486486487,0,moderate
561.0,2023-11-15,Rachiine,2023-11-15,192.08,190.0,55.0,242.733333,4.413333333,64.815,65.37,False,False,True,0.4444444444444444,0,False,78.33,109.0,18.22,15.5,3.02933333333333,5.11663732394367,0,moderate
562.0,2023-11-15,Rachiine,2023-11-15,169.75,170.0,52.0,170.097778,3.271111111,59.12,63.74,False,False,True,0.4444444444444444,0,False,78.33,109.0,18.22,15.0,3.136,4.78316326530612,0,low
563.0,2023-11-15,Rachiine,2023-11-15,175.05,170.0,61.0,143.96,2.36,58.0,65.96,False,False,True,0.4444444444444444,0,False,78.33,109.0,18.22,16.0,2.88,5.55555555555556,0,low
564.0,2023-11-15,Rachiine,2023-11-15,214.85,210.0,60.0,250.133333,4.168888889,66.75,70.98,False,False,True,0.4444444444444444,0,False,78.33,109.0,18.22,17.0,2.944,5.77445652173913,0,moderate
