no.,receiving_date,location,harvesting_date,mass_g,volume_ml,yield_of_juice_ml,polyphenols_content_mg,polyphenols_concentration_mggae/ml,length,width,location_ElJahliye,location_Hasbaya,location_Rachiine,day_time_diff,n_days,maturity,humidity,solar_radiation,air_temperature,degree_brix,ta_av,mi,Cluster,polyphenols_category,mean_R,mean_G,mean_B,mean_intensity,variance_intensity,skewness_intensity,kurtosis_intensity,median_intensity,mode_intensity,mean_a,mean_b,mean_L,mean_intensity_lab,variance_intensity_lab,skewness_intensity_lab,kurtosis_intensity_lab,median_intensity_lab,mode_intensity_lab
298.0,2023-10-11,Hasbaya,2023-10-10,303.23,300.0,32.0,84.630037,2.644688645,59.905,79.4,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.0,1.94133333333333,7.72664835164836,2,low,168.80454,121.37572,117.01956,0.0,971.8385568852888,34380.69814554766,2949312.612003199,126.0,128.0,168.80454,121.37572,117.01956,0.0,971.8385568852888,34380.69814554766,2949312.612003199,126.0,128.0
299.0,2023-10-11,Hasbaya,2023-10-10,279.0,270.0,115.0,240.53114,2.091575092,64.475,76.71,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.0,1.984,7.56048387096774,2,moderate,154.89612,116.67732,125.04042,0.0,699.9704039889334,21273.954740502093,1656963.363032798,126.0,128.0,154.89612,116.67732,125.04042,0.0,699.9704039889334,21273.954740502093,1656963.363032798,126.0,128.0
300.0,2023-10-11,Hasbaya,2023-10-10,176.77,170.0,74.0,144.20513,1.948717949,53.52,63.1,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,14.9,2.13333333333333,6.98437500000001,2,low,151.77008,120.37954,119.13776,0.0,644.105683637289,13255.143768120473,1779182.7549614457,126.0,128.0,151.77008,120.37954,119.13776,0.0,644.105683637289,13255.143768120473,1779182.7549614457,126.0,128.0
301.0,2023-10-11,Hasbaya,2023-10-10,160.03,150.0,62.0,169.19414,2.728937729,51.795,69.36,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,14.9,2.02666666666667,7.35197368421051,2,low,162.6292,125.251,116.3831,0.0,998.5619170122222,26540.77120599992,2807660.816084367,126.0,128.0,162.6292,125.251,116.3831,0.0,998.5619170122222,26540.77120599992,2807660.816084367,126.0,128.0
302.0,2023-10-11,Hasbaya,2023-10-10,210.11,200.0,85.0,233.82784,2.750915751,55.545,72.53,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.1,2.02666666666667,7.45065789473683,2,moderate,162.6292,125.251,116.3831,0.0,998.5619170122222,26540.77120599992,2807660.816084367,126.0,128.0,162.6292,125.251,116.3831,0.0,998.5619170122222,26540.77120599992,2807660.816084367,126.0,128.0
303.0,2023-10-11,Hasbaya,2023-10-10,263.64,250.0,101.0,266.37363,2.637362637,59.34,78.88,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,14.9,2.21866666666667,6.71574519230768,2,moderate,157.19682,118.23454,123.94042,0.0,735.4858088479555,22939.702589409873,1762884.9201195806,126.0,126.0,157.19682,118.23454,123.94042,0.0,735.4858088479555,22939.702589409873,1762884.9201195806,126.0,126.0
304.0,2023-10-11,Hasbaya,2023-10-10,309.06,300.0,133.0,262.58974,1.974358974,63.865,75.99,False,True,False,0.2592592592592592,1,True,73.95,130.0,20.7,15.0,1.74933333333333,8.57469512195124,2,moderate,155.825,124.79288,115.1637,0.0,1148.4746125226222,24774.525404134925,4201034.265817766,126.0,125.0,155.825,124.79288,115.1637,0.0,1148.4746125226222,24774.525404134925,4201034.265817766,126.0,125.0
305.0,2023-10-11,Hasbaya,2023-10-10,309.92,300.0,127.0,241.90476,1.904761905,66.545,77.86,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.0,1.87733333333333,7.99005681818183,2,moderate,168.05922,119.58866,119.53162,0.0,850.6105777500002,26426.329057459283,2085747.1146629483,126.0,128.0,168.05922,119.58866,119.53162,0.0,850.6105777500002,26426.329057459283,2085747.1146629483,126.0,128.0
306.0,2023-10-11,Hasbaya,2023-10-10,301.94,300.0,121.0,331.97436,2.743589744,75.455,75.24,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.5,2.02666666666667,7.64802631578946,2,moderate,169.6363,120.2602,118.5643,0.0,883.1588603733331,30774.039373261287,2472850.220755774,126.0,125.0,169.6363,120.2602,118.5643,0.0,883.1588603733331,30774.039373261287,2472850.220755774,126.0,125.0
307.0,2023-10-11,Hasbaya,2023-10-10,338.32,320.0,135.0,464.83516,3.443223443,64.185,78.22,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.0,2.048,7.32421875,2,high,159.0892,123.90534,116.769,0.0,927.3769096298224,24909.43134113501,2594239.9091928583,126.0,125.0,159.0892,123.90534,116.769,0.0,927.3769096298224,24909.43134113501,2594239.9091928583,126.0,125.0
308.0,2023-10-11,Hasbaya,2023-10-10,108.83,100.0,41.0,128.70696,3.139194139,46.09,54.93,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,14.8,2.28266666666667,6.48364485981307,2,low,164.92902,129.07306,118.34034,0.0,1139.2748009492889,12612.57487639066,3344576.938036051,128.0,128.0,164.92902,129.07306,118.34034,0.0,1139.2748009492889,12612.57487639066,3344576.938036051,128.0,128.0
309.0,2023-10-11,Hasbaya,2023-10-10,331.53,320.0,127.0,318.1978,2.505494505,69.32,84.45,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,14.0,2.09066666666667,6.69642857142856,2,moderate,158.68898,120.40596,124.69774,0.0,907.9961220463999,25467.41885642794,2486467.3792651263,126.0,126.0,158.68898,120.40596,124.69774,0.0,907.9961220463999,25467.41885642794,2486467.3792651263,126.0,126.0
310.0,2023-10-11,Hasbaya,2023-10-10,369.28,360.0,165.0,310.05495,1.879120879,67.965,86.36,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.2,2.09066666666667,7.27040816326529,2,moderate,167.10778,121.02826,118.19112,0.0,788.4645340371555,23676.07005796537,1801404.3349435225,126.0,125.0,167.10778,121.02826,118.19112,0.0,788.4645340371555,23676.07005796537,1801404.3349435225,126.0,125.0
311.0,2023-10-11,Hasbaya,2023-10-10,227.92,220.0,95.0,155.91603,1.64122137,59.315,76.91,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.4,2.02666666666667,7.5986842105263,2,low,160.2048,127.95366,114.31652,0.0,1079.449032666622,15274.564856303381,3323169.1196251027,128.0,128.0,160.2048,127.95366,114.31652,0.0,1079.449032666622,15274.564856303381,3323169.1196251027,128.0,128.0
312.0,2023-10-11,Hasbaya,2023-10-10,156.34,150.0,66.0,116.0458,1.75826972,56.575,66.46,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,14.7,1.984,7.40927419354839,2,low,156.233,120.84016,120.04074,0.0,716.7973029766669,22320.270955426215,1800386.222850249,126.0,128.0,156.233,120.84016,120.04074,0.0,716.7973029766669,22320.270955426215,1800386.222850249,126.0,128.0
313.0,2023-10-11,Hasbaya,2023-10-10,219.17,220.0,86.0,154.71247,1.79898219,58.135,72.61,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.2,2.21866666666667,6.85096153846153,2,low,151.89718,122.45302,113.08564,0.0,862.6971470549335,27003.719929107418,3071898.53372569,125.0,128.0,151.89718,122.45302,113.08564,0.0,862.6971470549335,27003.719929107418,3071898.53372569,125.0,128.0
314.0,2023-10-11,Hasbaya,2023-10-10,196.83,190.0,70.0,118.80407,1.69720102,56.95,69.84,False,True,False,0.2592592592592592,1,True,73.95,130.0,20.7,14.5,1.68533333333333,8.60363924050635,2,low,165.81104,119.35372,126.37496,0.0,874.2907002579556,25854.019106990778,2036128.9134083618,127.0,126.0,165.81104,119.35372,126.37496,0.0,874.2907002579556,25854.019106990778,2036128.9134083618,127.0,126.0
315.0,2023-10-11,Hasbaya,2023-10-10,111.12,110.0,42.0,68.931298,1.64122137,47.205,56.57,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.2,1.984,7.66129032258065,2,low,170.24014,120.48058,121.82166,0.0,927.7461204372889,28426.609168263367,2360099.072150039,126.0,128.0,170.24014,120.48058,121.82166,0.0,927.7461204372889,28426.609168263367,2360099.072150039,126.0,128.0
316.0,2023-10-11,Hasbaya,2023-10-10,179.1,170.0,70.0,125.92875,1.79898219,53.17,65.67,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,16.2,2.15466666666667,7.51856435643563,2,low,167.19196,122.25302,118.20654,0.0,904.4882935210667,22109.548447890043,2572412.8184020026,126.0,125.0,167.19196,122.25302,118.20654,0.0,904.4882935210667,22109.548447890043,2572412.8184020026,126.0,125.0
317.0,2023-10-11,Hasbaya,2023-10-10,201.79,200.0,80.0,105.44529,1.31806616,57.235,67.63,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.8,2.00533333333333,7.87898936170214,2,low,159.35026,124.12876,115.91144,0.0,900.8273467764889,26227.4533427278,2676160.5314721633,126.0,128.0,159.35026,124.12876,115.91144,0.0,900.8273467764889,26227.4533427278,2676160.5314721633,126.0,128.0
318.0,2023-10-11,Hasbaya,2023-10-10,386.02,380.0,164.0,289.19084,1.76335878,72.08,81.49,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.0,2.26133333333333,6.63325471698114,2,moderate,174.1381,118.7171,123.14536,0.0,931.421013298489,28634.255765714028,2389041.0591293606,128.0,128.0,174.1381,118.7171,123.14536,0.0,931.421013298489,28634.255765714028,2389041.0591293606,128.0,128.0
319.0,2023-10-11,Hasbaya,2023-10-10,286.89,270.0,124.0,217.3944,1.75318066,64.68,80.15,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.2,1.89866666666667,8.00561797752808,2,moderate,161.00618,118.88846,125.0121,0.0,744.6874002858223,21200.946690325516,1555752.3299070187,126.0,128.0,161.00618,118.88846,125.0121,0.0,744.6874002858223,21200.946690325516,1555752.3299070187,126.0,128.0
320.0,2023-10-11,Rachiine,2023-10-11,356.76,350.0,142.0,249.31298,1.75572519,79.71,84.38,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,16.0,2.624,6.09756097560976,0,moderate,161.19398,117.58164,124.0687,0.0,819.6390581930666,27732.371737953614,2133720.2091127504,126.0,126.0,161.19398,117.58164,124.0687,0.0,819.6390581930666,27732.371737953614,2133720.2091127504,126.0,126.0
321.0,2023-10-11,Rachiine,2023-10-11,476.35,470.0,160.0,358.26972,2.23918575,84.875,91.56,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.5,2.32533333333333,6.66571100917432,0,moderate,168.9822,122.06462,119.94648,0.0,842.8571750122225,26786.30182975036,2004975.6780391056,126.0,128.0,168.9822,122.06462,119.94648,0.0,842.8571750122225,26786.30182975036,2004975.6780391056,126.0,128.0
322.0,2023-10-11,Rachiine,2023-10-11,441.31,430.0,162.0,429.93893,2.65394402,81.845,89.08,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.4,2.58133333333333,5.9659090909091,0,high,167.31624,128.39444,118.1384,0.0,1183.4351092392887,13311.91720733388,3482893.2034536987,128.0,128.0,167.31624,128.39444,118.1384,0.0,1183.4351092392887,13311.91720733388,3482893.2034536987,128.0,128.0
323.0,2023-10-11,Rachiine,2023-10-11,286.56,280.0,88.0,240.26463,2.7302799,72.04,80.93,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.1,2.496,6.04967948717949,0,moderate,164.18872,118.6307,125.77908,0.0,914.8032864166667,26528.51299292975,2461159.6806972474,126.0,126.0,164.18872,118.6307,125.77908,0.0,914.8032864166667,26528.51299292975,2461159.6806972474,126.0,126.0
324.0,2023-10-11,Rachiine,2023-10-11,436.98,430.0,155.0,369.55471,2.38422392,81.07,83.57,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.6,2.58133333333333,6.04338842975207,0,moderate,159.02248,121.65522,118.59438,0.0,638.1786413859555,19535.918382606942,1397960.1933768108,126.0,127.0,159.02248,121.65522,118.59438,0.0,638.1786413859555,19535.918382606942,1397960.1933768108,126.0,127.0
325.0,2023-10-11,Rachiine,2023-10-11,350.91,340.0,141.0,390.70992,2.77099237,74.175,87.08,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.5,2.88,5.38194444444444,0,moderate,156.3613,117.04356,118.5088,0.0,646.9115739338222,23095.49040839083,1642620.424073827,124.0,111.0,156.3613,117.04356,118.5088,0.0,646.9115739338222,23095.49040839083,1642620.424073827,124.0,111.0
326.0,2023-10-11,Rachiine,2023-10-11,313.47,310.0,114.0,155.77099,1.36641221,70.535,84.03,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.0,2.304,6.51041666666667,0,low,162.1386,118.04788,118.9766,0.0,762.9750049904,26319.82423555183,1983520.4064987032,125.0,128.0,162.1386,118.04788,118.9766,0.0,762.9750049904,26319.82423555183,1983520.4064987032,125.0,128.0
327.0,2023-10-11,Rachiine,2023-10-11,360.06,350.0,140.0,260.05089,1.85750636,72.73,88.03,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.3,2.53866666666667,6.02678571428571,0,moderate,156.50134,117.77144,124.55114,0.0,701.7462084259557,20631.91278123941,1545668.0444340163,126.0,128.0,156.50134,117.77144,124.55114,0.0,701.7462084259557,20631.91278123941,1545668.0444340163,126.0,128.0
328.0,2023-10-11,Rachiine,2023-10-11,347.3,340.0,111.0,229.34351,2.06615776,75.195,87.08,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.6,2.06933333333333,7.53865979381445,0,moderate,141.7771,128.56724,113.60906,0.0,1375.7165587155555,1542.7170220507896,6140378.749236879,126.0,126.0,141.7771,128.56724,113.60906,0.0,1375.7165587155555,1542.7170220507896,6140378.749236879,126.0,126.0
329.0,2023-10-11,Rachiine,2023-10-11,373.16,360.0,143.0,284.18066,1.98727735,73.215,87.26,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.0,2.368,6.33445945945946,0,moderate,147.922,121.35198,115.2465,0.0,723.0167133966222,20393.653332206293,2145200.552981645,125.0,128.0,147.922,121.35198,115.2465,0.0,723.0167133966222,20393.653332206293,2145200.552981645,125.0,128.0
330.0,2023-10-11,Rachiine,2023-10-11,346.74,330.0,113.0,295.00763,2.61068702,74.31,87.25,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.9,2.73066666666667,5.82275390624999,0,moderate,159.15174,120.03208,115.48136,0.0,866.0015150630667,33660.2106478218,2747902.8123045363,125.0,128.0,159.15174,120.03208,115.48136,0.0,866.0015150630667,33660.2106478218,2747902.8123045363,125.0,128.0
331.0,2023-10-11,Rachiine,2023-10-11,356.34,350.0,142.0,313.98982,2.21119593,77.43,85.42,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,14.9,2.51733333333333,5.91896186440679,0,moderate,166.86002,121.65048,117.62032,0.0,900.5674295697331,29401.666402240124,2444256.8376122843,125.0,125.0,166.86002,121.65048,117.62032,0.0,900.5674295697331,29401.666402240124,2444256.8376122843,125.0,125.0
332.0,2023-10-11,Rachiine,2023-10-11,420.17,420.0,130.0,182.92621,1.40712468,81.72,88.78,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.2,2.13333333333333,7.12500000000001,0,low,161.44886,121.1169,125.52634,0.0,960.9019308433336,19781.957203234888,2748267.7514051236,127.0,126.0,161.44886,121.1169,125.52634,0.0,960.9019308433336,19781.957203234888,2748267.7514051236,127.0,126.0
333.0,2023-10-11,Rachiine,2023-10-11,300.96,300.0,107.0,169.89313,1.58778626,69.94,81.02,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.2,2.32533333333333,6.53669724770643,0,low,165.13328,121.43272,115.51616,0.0,814.9478233038221,24223.5063329632,2081357.0576695108,125.0,128.0,165.13328,121.43272,115.51616,0.0,814.9478233038221,24223.5063329632,2081357.0576695108,125.0,128.0
334.0,2023-10-11,Rachiine,2023-10-11,337.88,330.0,112.0,273.58779,2.44274809,74.45,85.75,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.0,2.368,6.33445945945946,0,moderate,155.21652,131.1246,111.33282,0.0,1282.4807049862666,13491.85358626451,4157624.598990144,128.0,128.0,155.21652,131.1246,111.33282,0.0,1282.4807049862666,13491.85358626451,4157624.598990144,128.0,128.0
335.0,2023-10-11,Rachiine,2023-10-11,395.6,390.0,142.0,406.84987,2.86513995,80.135,85.41,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.5,2.32533333333333,6.66571100917432,0,high,160.88602,121.75838,114.67336,0.0,856.7676565091557,31575.67219522031,2649215.7003419073,125.0,125.0,160.88602,121.75838,114.67336,0.0,856.7676565091557,31575.67219522031,2649215.7003419073,125.0,125.0
336.0,2023-10-11,Rachiine,2023-10-11,438.99,430.0,167.0,307.65394,1.84223919,81.12,93.3,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.4,2.34666666666667,6.56249999999999,0,moderate,167.65078,121.31356,122.452,0.0,845.6227467782667,26804.37925271903,1915014.4279065654,126.0,125.0,167.65078,121.31356,122.452,0.0,845.6227467782667,26804.37925271903,1915014.4279065654,126.0,125.0
337.0,2023-10-11,Rachiine,2023-10-11,440.03,430.0,174.0,307.70992,1.76844784,82.95,92.72,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.2,2.368,6.41891891891892,0,moderate,163.21242,121.04126,116.25756,0.0,927.9459592958224,31257.592224031574,3163550.6179615585,125.0,125.0,163.21242,121.04126,116.25756,0.0,927.9459592958224,31257.592224031574,3163550.6179615585,125.0,125.0
338.0,2023-10-11,Rachiine,2023-10-11,352.14,350.0,129.0,263.58015,2.043257,80.81,90.82,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.0,2.53866666666667,5.90861344537814,0,moderate,160.94936,119.4019,123.59614,0.0,775.9694659155554,21163.93862744535,1933651.2744735554,126.0,128.0,160.94936,119.4019,123.59614,0.0,775.9694659155554,21163.93862744535,1933651.2744735554,126.0,128.0
339.0,2023-10-11,Rachiine,2023-10-11,512.6,500.0,145.0,244.61832,1.6870229,84.14,100.86,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.1,2.19733333333333,6.87196601941749,0,moderate,164.66314,120.44118,118.23996,0.0,837.8092656979555,30128.146402040056,2278347.3906157375,125.0,125.0,164.66314,120.44118,118.23996,0.0,837.8092656979555,30128.146402040056,2278347.3906157375,125.0,125.0
340.0,2023-10-13,ElJahliye,2023-10-12,240.54,240.0,82.0,238.48855,2.90839695,62.56,72.09,True,False,False,0.3333333333333333,1,True,85.59,109.0,17.53,16.0,1.77066666666667,9.03614457831324,1,moderate,165.21226,126.84262,116.48304,0.0,1128.0392624526226,26072.49402174092,3384455.233986167,127.0,125.0,165.21226,126.84262,116.48304,0.0,1128.0392624526226,26072.49402174092,3384455.233986167,127.0,125.0
341.0,2023-10-13,ElJahliye,2023-10-12,267.1,260.0,95.0,316.42494,3.3307888,58.755,76.14,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,16.0,2.496,6.41025641025641,1,moderate,163.6427,124.55286,115.32022,0.0,927.837678999067,29734.533436279882,2838935.9980369164,126.0,125.0,163.6427,124.55286,115.32022,0.0,927.837678999067,29734.533436279882,2838935.9980369164,126.0,125.0
342.0,2023-10-13,ElJahliye,2023-10-12,228.82,220.0,80.0,167.73537,2.09669211,65.61,72.26,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,15.0,1.87733333333333,7.99005681818183,1,low,169.64612,119.4359,124.3074,0.0,858.465810229289,25894.122158449452,2062732.8319626811,127.0,128.0,169.64612,119.4359,124.3074,0.0,858.465810229289,25894.122158449452,2062732.8319626811,127.0,128.0
343.0,2023-10-13,ElJahliye,2023-10-12,285.28,270.0,110.0,244.07125,2.21882952,66.36,79.96,True,False,False,0.3333333333333333,1,True,85.59,109.0,17.53,15.1,1.74933333333333,8.63185975609758,1,moderate,170.72972,121.90118,122.0014,0.0,863.1434240788889,23845.937496820818,1939542.8265271876,128.0,130.0,170.72972,121.90118,122.0014,0.0,863.1434240788889,23845.937496820818,1939542.8265271876,128.0,130.0
344.0,2023-10-13,ElJahliye,2023-10-12,326.23,310.0,122.0,404.18321,3.3129771,63.815,80.45,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,15.6,2.24,6.96428571428571,1,high,157.17452,118.66744,123.5275,0.0,664.8096532564888,19019.87791100617,1503121.0077076682,126.0,128.0,157.17452,118.66744,123.5275,0.0,664.8096532564888,19019.87791100617,1503121.0077076682,126.0,128.0
345.0,2023-10-13,ElJahliye,2023-10-12,249.34,250.0,81.0,141.38931,1.74554707,66.995,71.38,True,False,False,0.3333333333333333,1,True,85.59,109.0,17.53,15.5,1.68533333333333,9.19699367088609,1,low,163.3783,120.6491,116.05432,0.0,874.6548135379555,30323.3148091659,2588601.3069163244,125.0,125.0,163.3783,120.6491,116.05432,0.0,874.6548135379555,30323.3148091659,2588601.3069163244,125.0,125.0
346.0,2023-10-13,ElJahliye,2023-10-12,263.56,250.0,95.0,130.05089,1.36895674,64.705,76.8,True,False,False,0.3333333333333333,1,True,85.59,109.0,17.53,15.2,1.68533333333333,9.01898734177217,1,low,156.71368,119.52448,120.50796,0.0,603.9112516606222,18293.061939825282,1373758.1292031717,126.0,128.0,156.71368,119.52448,120.50796,0.0,603.9112516606222,18293.061939825282,1373758.1292031717,126.0,128.0
347.0,2023-10-13,ElJahliye,2023-10-12,221.04,210.0,74.0,156.47328,2.11450382,58.18,76.19,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,16.0,2.53866666666667,6.30252100840335,1,low,162.47588,123.99552,114.04168,0.0,937.3889809903999,27670.900782045792,2878978.0912140245,126.0,125.0,162.47588,123.99552,114.04168,0.0,937.3889809903999,27670.900782045792,2878978.0912140245,126.0,125.0
348.0,2023-10-13,ElJahliye,2023-10-12,264.65,250.0,94.0,252.10178,2.68193384,63.625,77.91,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,16.0,2.176,7.35294117647059,1,moderate,170.30402,120.06398,125.85322,0.0,919.2835246346219,28311.123683638525,2190700.961359058,127.0,126.0,170.30402,120.06398,125.85322,0.0,919.2835246346219,28311.123683638525,2190700.961359058,127.0,126.0
349.0,2023-10-13,ElJahliye,2023-10-12,354.53,340.0,137.0,289.68702,2.11450382,71.51,84.22,True,False,False,0.3333333333333333,1,True,85.59,109.0,17.53,16.5,1.984,8.31653225806452,0,moderate,163.11424,121.95708,116.5962,0.0,1003.675704116622,39335.720072672106,3409325.490359771,125.0,125.0,163.11424,121.95708,116.5962,0.0,1003.675704116622,39335.720072672106,3409325.490359771,125.0,125.0
350.0,2023-10-13,ElJahliye,2023-10-12,245.56,240.0,81.0,205.28244,2.53435115,63.89,73.6,True,False,False,0.3333333333333333,1,True,85.59,109.0,17.53,15.5,1.83466666666667,8.44840116279068,1,moderate,162.50768,118.79434,124.84324,0.0,778.9214577258223,23291.488249604296,1831432.9223330729,126.0,128.0,162.50768,118.79434,124.84324,0.0,778.9214577258223,23291.488249604296,1831432.9223330729,126.0,128.0
351.0,2023-10-13,ElJahliye,2023-10-12,343.77,330.0,131.0,413.33333,3.15521628,72.455,86.47,True,False,False,0.3333333333333333,1,True,85.59,109.0,17.53,16.0,1.96266666666667,8.15217391304346,0,high,162.3419,120.20314,123.58082,0.0,749.8793532511556,20794.243022610368,1676869.8149397457,126.0,128.0,162.3419,120.20314,123.58082,0.0,749.8793532511556,20794.243022610368,1676869.8149397457,126.0,128.0
352.0,2023-10-13,ElJahliye,2023-10-12,262.4,250.0,91.0,214.4173,2.3562341,64.075,74.66,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,17.0,2.112,8.04924242424242,1,moderate,167.0055,120.19296,121.55098,0.0,925.3030066318224,31857.03029801708,2466417.9909120905,126.0,125.0,167.0055,120.19296,121.55098,0.0,925.3030066318224,31857.03029801708,2466417.9909120905,126.0,125.0
353.0,2023-10-13,ElJahliye,2023-10-12,243.07,240.0,81.0,196.21374,2.42239186,60.655,73.91,True,False,False,0.3333333333333333,1,True,85.59,109.0,17.53,16.0,1.89866666666667,8.42696629213482,1,low,170.323,125.63976,119.8079,0.0,990.3587270182666,25400.18922758619,2579278.9836009955,128.0,125.0,170.323,125.63976,119.8079,0.0,990.3587270182666,25400.18922758619,2579278.9836009955,128.0,125.0
354.0,2023-10-13,ElJahliye,2023-10-12,318.49,300.0,115.0,399.13486,3.47073791,68.025,83.03,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,16.9,2.34666666666667,7.20170454545454,1,moderate,158.78554,123.94616,123.33172,0.0,821.6333153226223,12970.306513102161,1803639.2015798965,127.0,126.0,158.78554,123.94616,123.33172,0.0,821.6333153226223,12970.306513102161,1803639.2015798965,127.0,126.0
355.0,2023-10-13,ElJahliye,2023-10-12,295.77,280.0,116.0,382.53435,3.29770992,66.54,78.59,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,16.4,2.15466666666667,7.61138613861385,1,moderate,149.45042,125.592,109.43934,0.0,886.7489452558222,23446.185153578837,2812950.29836566,125.0,128.0,149.45042,125.592,109.43934,0.0,886.7489452558222,23446.185153578837,2812950.29836566,125.0,128.0
356.0,2023-10-13,ElJahliye,2023-10-12,239.09,230.0,81.0,251.8626,3.10941476,62.0,75.46,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,16.0,2.28266666666667,7.00934579439251,1,moderate,168.13664,122.84172,119.35554,0.0,1025.491201198889,30980.888921762424,3154380.80753673,126.0,125.0,168.13664,122.84172,119.35554,0.0,1025.491201198889,30980.888921762424,3154380.80753673,126.0,125.0
357.0,2023-10-13,ElJahliye,2023-10-12,287.62,270.0,112.0,303.3333333,2.708333333,73.86,83.74,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,15.5,2.19733333333333,7.05400485436894,1,moderate,157.12882,123.1053,120.75876,0.0,925.2184210339555,23468.51822331923,2672517.763319873,126.0,126.0,157.12882,123.1053,120.75876,0.0,925.2184210339555,23468.51822331923,2672517.763319873,126.0,126.0
358.0,2023-10-13,ElJahliye,2023-10-12,361.98,350.0,145.0,522.3717949,3.602564103,76.295,83.26,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,15.6,2.944,5.29891304347826,0,high,162.02734,122.08536,122.89096,0.0,908.7649874004886,24565.4615860702,2346661.1668221946,126.0,128.0,162.02734,122.08536,122.89096,0.0,908.7649874004886,24565.4615860702,2346661.1668221946,126.0,128.0
359.0,2023-10-13,ElJahliye,2023-10-12,285.36,270.0,97.0,327.0641026,3.371794872,61.055,76.61,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,15.1,2.38933333333333,6.31975446428572,1,moderate,157.40408,120.10018,127.15842,0.0,811.1454639130666,14255.562529438346,1801616.5041966634,127.0,126.0,157.40408,120.10018,127.15842,0.0,811.1454639130666,14255.562529438346,1801616.5041966634,127.0,126.0
360.0,2023-10-13,ElJahliye,2023-10-12,367.48,350.0,132.0,575.3846154,4.358974359,66.905,79.86,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,16.6,2.56,6.484375,0,high,156.78174,123.81848,113.09254,0.0,949.7960226202669,29789.640873780798,3058240.3028178355,126.0,128.0,156.78174,123.81848,113.09254,0.0,949.7960226202669,29789.640873780798,3058240.3028178355,126.0,128.0
361.0,2023-10-13,ElJahliye,2023-10-12,267.67,260.0,97.0,398.2596154,4.105769231,64.51,76.38,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,16.0,2.06933333333333,7.73195876288661,1,moderate,151.1861,129.961,114.80354,0.0,1584.6752492878222,7822.363921425689,7578583.710538817,128.0,125.0,151.1861,129.961,114.80354,0.0,1584.6752492878222,7822.363921425689,7578583.710538817,128.0,125.0
