no.,receiving_date,location,harvesting_date,mass_g,volume_ml,yield_of_juice_ml,polyphenols_content_mg,polyphenols_concentration_mggae/ml,length,width,location_ElJahliye,location_Hasbaya,location_Rachiine,day_time_diff,n_days,maturity,humidity,solar_radiation,air_temperature,degree_brix,ta_av,mi,Cluster,polyphenols_category,mean_R,mean_G,mean_B,mean_intensity,variance_intensity,skewness_intensity,kurtosis_intensity,median_intensity,mode_intensity,mean_a,mean_b,mean_L,mean_intensity_lab,variance_intensity_lab,skewness_intensity_lab,kurtosis_intensity_lab,median_intensity_lab,mode_intensity_lab
146.0,2023-09-25,ElJahliye,2023-09-24,186.42,180.0,67.0,162.990385,2.43269231,62.58,67.52,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,12.2,1.92,6.35416666666667,1,low,156.4507,121.76164,124.84036,0.0,854.34976919,13101.32117137247,2214385.5008280426,127.0,128.0,156.4507,121.76164,124.84036,0.0,854.34976919,13101.32117137247,2214385.5008280426,127.0,128.0
147.0,2023-09-25,ElJahliye,2023-09-24,84.66,80.0,30.0,75.0961538,2.50320513,42.675,54.16,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,12.0,1.536,7.8125,1,low,166.8533,122.08796,115.70954,0.0,856.6334243733335,27271.182448890104,2239891.7147059534,126.0,128.0,166.8533,122.08796,115.70954,0.0,856.6334243733335,27271.182448890104,2239891.7147059534,126.0,128.0
148.0,2023-09-25,ElJahliye,2023-09-24,233.04,230.0,90.0,126.346154,1.40384615,65.715,81.23,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,15.0,2.336,6.42123287671233,1,low,167.89338,121.92768,122.8372,0.0,905.7482170858223,26241.06586868935,2153849.9760157554,127.0,128.0,167.89338,121.92768,122.8372,0.0,905.7482170858223,26241.06586868935,2153849.9760157554,127.0,128.0
149.0,2023-09-25,ElJahliye,2023-09-24,217.37,220.0,82.0,154.538462,1.88461538,63.72,75.17,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,12.0,2.144,5.59701492537313,1,low,149.56628,119.50518,124.06586,0.0,925.697438135289,21659.72750522441,2846601.039904147,126.0,126.0,149.56628,119.50518,124.06586,0.0,925.697438135289,21659.72750522441,2846601.039904147,126.0,126.0
150.0,2023-09-25,ElJahliye,2023-09-24,293.0,270.0,100.0,230.128205,2.30128205,72.86,81.6,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,12.9,1.888,6.83262711864407,1,moderate,163.0689,119.6625,117.01146,0.0,692.4231443356001,19976.45186001401,1496813.0925912363,126.0,128.0,163.0689,119.6625,117.01146,0.0,692.4231443356001,19976.45186001401,1496813.0925912363,126.0,128.0
151.0,2023-09-25,ElJahliye,2023-09-24,229.15,220.0,87.0,195.471154,2.24679487,61.975,75.43,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,14.4,2.08,6.92307692307692,1,low,156.05988,119.1638,124.1943,0.0,798.8633814132892,25117.2756659054,2065952.8188868777,126.0,126.0,156.05988,119.1638,124.1943,0.0,798.8633814132892,25117.2756659054,2065952.8188868777,126.0,126.0
152.0,2023-09-25,ElJahliye,2023-09-24,76.27,70.0,28.0,46.4871795,1.66025641,44.93,51.94,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,13.7,3.68,3.72282608695652,1,low,155.08822,135.96476,109.96776,0.0,1739.1219633169335,-2462.1168661458346,7037538.58524836,128.0,125.0,155.08822,135.96476,109.96776,0.0,1739.1219633169335,-2462.1168661458346,7037538.58524836,128.0,125.0
153.0,2023-09-25,ElJahliye,2023-09-24,77.37,70.0,29.0,52.5160256,1.81089744,42.365,51.84,True,False,False,0.7777777777777778,1,False,51.72,180.0,23.39,14.2,2.912,4.87637362637363,1,low,147.03888,118.95914,123.59304,0.0,635.3979586751555,16366.466620769615,1309836.6936193437,126.0,128.0,147.03888,118.95914,123.59304,0.0,635.3979586751555,16366.466620769615,1309836.6936193437,126.0,128.0
154.0,2023-09-28,Hasbaya,2023-09-27,309.83,300.0,118.0,262.852564,2.2275641,71.55,84.51,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,12.4,1.824,6.79824561403509,2,moderate,161.23242,122.5615,119.97636,0.0,892.5239898579555,26790.246448084185,2304553.748368492,126.0,128.0,161.23242,122.5615,119.97636,0.0,892.5239898579555,26790.246448084185,2304553.748368492,126.0,128.0
155.0,2023-09-28,Hasbaya,2023-09-27,260.06,250.0,95.0,244.198718,2.57051282,67.215,80.67,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,13.8,2.304,5.98958333333333,2,moderate,163.1976,121.94728,115.02998,0.0,877.0157871089333,23881.98811107643,2696600.346495847,126.0,125.0,163.1976,121.94728,115.02998,0.0,877.0157871089333,23881.98811107643,2696600.346495847,126.0,125.0
156.0,2023-09-28,Hasbaya,2023-09-27,138.61,130.0,47.0,139.49359,2.96794872,58.27,72.63,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,14.5,2.272,6.38204225352113,2,low,150.47644,130.42826,111.73488,0.0,1322.7822930470668,23524.37238811505,4861493.256894581,127.0,128.0,150.47644,130.42826,111.73488,0.0,1322.7822930470668,23524.37238811505,4861493.256894581,127.0,128.0
157.0,2023-09-28,Hasbaya,2023-09-27,176.55,170.0,65.0,163.333333,2.51282051,57.615,66.98,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,13.0,1.824,7.12719298245614,2,low,148.57078,120.4815,117.07028,0.0,594.9488554495999,17738.758623795817,1546930.2436171796,124.0,126.0,148.57078,120.4815,117.07028,0.0,594.9488554495999,17738.758623795817,1546930.2436171796,124.0,126.0
158.0,2023-09-28,Hasbaya,2023-09-27,231.44,230.0,71.0,172.721154,2.43269231,63.645,83.29,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,16.0,2.016,7.93650793650794,2,low,161.35798,123.46616,124.2472,0.0,796.4263967338222,13897.71175481711,1698562.7916715627,128.0,126.0,161.35798,123.46616,124.2472,0.0,796.4263967338222,13897.71175481711,1698562.7916715627,128.0,126.0
159.0,2023-09-28,Hasbaya,2023-09-27,257.63,250.0,96.0,204.307692,2.12820513,65.71,77.92,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,16.0,2.304,6.94444444444444,2,moderate,174.7338,121.85214,123.0782,0.0,1050.4620731178225,35325.0368417166,2752107.1350815725,127.0,128.0,174.7338,121.85214,123.0782,0.0,1050.4620731178225,35325.0368417166,2752107.1350815725,127.0,128.0
160.0,2023-09-28,Hasbaya,2023-09-27,169.46,160.0,58.0,204.858974,3.53205128,56.215,71.96,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,13.5,1.632,8.27205882352941,2,moderate,170.45832,124.92872,119.2135,0.0,1158.1628146342664,28375.896301680128,3434400.581727224,128.0,125.0,170.45832,124.92872,119.2135,0.0,1158.1628146342664,28375.896301680128,3434400.581727224,128.0,125.0
161.0,2023-09-28,Hasbaya,2023-09-27,176.0,170.0,53.0,319.358974,6.02564103,57.205,72.63,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,15.2,2.208,6.88405797101449,2,moderate,146.98144,123.77018,121.97972,0.0,959.4034402004892,5239.659973110691,2973556.8948407397,126.0,128.0,146.98144,123.77018,121.97972,0.0,959.4034402004892,5239.659973110691,2973556.8948407397,126.0,128.0
162.0,2023-09-28,Hasbaya,2023-09-27,250.06,250.0,94.0,322.371795,3.42948718,65.37,78.18,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,12.0,1.344,8.92857142857143,2,moderate,163.2396,127.3771,115.96884,0.0,1004.4427469898224,17815.004892574187,2789901.524214932,128.0,128.0,163.2396,127.3771,115.96884,0.0,1004.4427469898224,17815.004892574187,2789901.524214932,128.0,128.0
163.0,2023-09-28,Hasbaya,2023-09-27,202.67,200.0,76.0,167.589744,2.20512821,60.665,70.53,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,15.4,2.208,6.97463768115942,2,low,169.84194,121.8393,127.51932,0.0,851.6408417429332,18719.629237691588,1634942.9665039973,128.0,126.0,169.84194,121.8393,127.51932,0.0,851.6408417429332,18719.629237691588,1634942.9665039973,128.0,126.0
164.0,2023-09-28,Hasbaya,2023-09-27,314.98,300.0,93.0,405.384615,4.35897436,67.38,80.01,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,15.0,1.792,8.37053571428571,2,high,173.25168,121.11292,121.50694,0.0,1147.4381153364889,40881.80344473472,3662821.295589115,126.0,128.0,173.25168,121.11292,121.50694,0.0,1147.4381153364889,40881.80344473472,3662821.295589115,126.0,128.0
165.0,2023-09-28,Hasbaya,2023-09-27,240.42,230.0,85.0,318.75,3.75,68.505,76.47,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,14.0,1.984,7.05645161290323,2,moderate,140.07676,135.46172,107.55628,0.0,1578.7725356158226,6862.731377825322,5936828.45501585,127.0,128.0,140.07676,135.46172,107.55628,0.0,1578.7725356158226,6862.731377825322,5936828.45501585,127.0,128.0
166.0,2023-09-28,Hasbaya,2023-09-27,319.29,300.0,94.0,300.679487,3.19871795,71.24,82.88,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,13.5,1.6,8.4375,2,moderate,162.3074,119.37618,123.23172,0.0,862.0634495455555,26570.75580334857,2378030.4486942412,126.0,126.0,162.3074,119.37618,123.23172,0.0,862.0634495455555,26570.75580334857,2378030.4486942412,126.0,126.0
167.0,2023-09-28,Hasbaya,2023-09-27,169.63,160.0,53.0,163.416667,3.08333333,56.66,67.03,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,17.2,2.368,7.26351351351351,2,low,165.75466,124.70504,123.27384,0.0,644.8041843409334,8914.984763659784,1279420.3526660716,128.0,128.0,165.75466,124.70504,123.27384,0.0,644.8041843409334,8914.984763659784,1279420.3526660716,128.0,128.0
168.0,2023-09-28,Hasbaya,2023-09-27,163.97,160.0,55.0,138.557692,2.51923077,117.18,67.09,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,12.0,1.824,6.57894736842105,2,low,158.93832,126.1182,113.23602,0.0,1043.6298755942669,28836.593365990975,3427555.4325649235,126.0,128.0,158.93832,126.1182,113.23602,0.0,1043.6298755942669,28836.593365990975,3427555.4325649235,126.0,128.0
169.0,2023-09-28,Hasbaya,2023-09-27,244.76,240.0,87.0,162.846154,1.87179487,70.29,81.38,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,13.0,1.824,7.12719298245614,2,low,152.79104,123.30256,125.83562,0.0,701.0880366879555,-356.4244889634288,1750622.3083214283,128.0,126.0,152.79104,123.30256,125.83562,0.0,701.0880366879555,-356.4244889634288,1750622.3083214283,128.0,126.0
170.0,2023-09-28,Hasbaya,2023-09-27,165.47,160.0,53.0,192.634615,3.63461538,57.155,64.3,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,15.2,2.368,6.41891891891892,2,low,169.9101,120.0515,125.15514,0.0,880.6754657524889,25988.662425722196,2041497.3041031682,127.0,126.0,169.9101,120.0515,125.15514,0.0,880.6754657524889,25988.662425722196,2041497.3041031682,127.0,126.0
171.0,2023-09-28,Hasbaya,2023-09-27,191.58,190.0,61.0,152.891026,2.50641026,57.385,70.99,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,13.0,1.92,6.77083333333333,2,low,147.32132,134.90686,107.98288,0.0,1483.7911237418223,7906.546290536064,5230026.305542358,128.0,128.0,147.32132,134.90686,107.98288,0.0,1483.7911237418223,7906.546290536064,5230026.305542358,128.0,128.0
172.0,2023-09-28,Hasbaya,2023-09-27,164.27,160.0,53.0,121.628205,2.29487179,56.355,67.79,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,17.4,1.376,12.6453488372093,2,low,166.35514,119.85898,124.70464,0.0,825.5082800069334,26252.11211252628,1961982.4771147347,126.0,128.0,166.35514,119.85898,124.70464,0.0,825.5082800069334,26252.11211252628,1961982.4771147347,126.0,128.0
173.0,2023-09-28,Hasbaya,2023-09-27,224.49,220.0,85.0,292.323718,3.43910256,62.03,75.29,False,True,False,0.8888888888888888,1,False,53.4,228.0,22.36,15.0,2.304,6.51041666666667,2,moderate,147.80108,118.0477,126.51758,0.0,675.8314422611554,12385.895084194317,1405911.4958198804,126.0,126.0,147.80108,118.0477,126.51758,0.0,675.8314422611554,12385.895084194317,1405911.4958198804,126.0,126.0
174.0,2023-09-28,Hasbaya,2023-09-27,238.4,230.0,89.0,257.301282,2.89102564,56.375,75.54,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,13.2,1.42933333333333,9.23507462686569,2,moderate,168.1216,121.32918,117.93166,0.0,923.1005577384891,28537.209370261065,2394673.899257826,126.0,125.0,168.1216,121.32918,117.93166,0.0,923.1005577384891,28537.209370261065,2394673.899257826,126.0,125.0
175.0,2023-09-28,Hasbaya,2023-09-27,134.24,130.0,45.0,148.990385,3.31089744,51.18,63.54,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,15.2,1.49333333333333,10.1785714285715,2,low,145.03032,123.6363,120.31448,0.0,1012.8414025322222,5662.136808683807,3545993.6215169327,126.0,128.0,145.03032,123.6363,120.31448,0.0,1012.8414025322222,5662.136808683807,3545993.6215169327,126.0,128.0
176.0,2023-09-28,Hasbaya,2023-09-27,256.04,250.0,96.0,364.923077,3.80128205,64.545,81.86,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,14.4,1.6,9.0,2,moderate,173.91616,119.97018,124.37698,0.0,1062.194255841955,35923.8209841839,2995119.8050857736,126.0,125.0,173.91616,119.97018,124.37698,0.0,1062.194255841955,35923.8209841839,2995119.8050857736,126.0,125.0
177.0,2023-09-28,Hasbaya,2023-09-27,215.83,200.0,74.0,206.583333,2.79166667,60.295,77.18,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,14.5,1.30133333333333,11.1424180327869,2,moderate,156.01648,117.79036,125.99402,0.0,852.1498359178221,25847.520251555903,2230041.519847608,126.0,128.0,156.01648,117.79036,125.99402,0.0,852.1498359178221,25847.520251555903,2230041.519847608,126.0,128.0
178.0,2023-09-28,Hasbaya,2023-09-27,315.9,300.0,140.0,398.012821,2.84294872,64.89,79.5,False,True,False,0.8888888888888888,1,True,53.4,228.0,22.36,12.6,1.472,8.55978260869565,2,moderate,156.01648,117.79036,125.99402,0.0,852.1498359178221,25847.520251555903,2230041.519847608,126.0,128.0,156.01648,117.79036,125.99402,0.0,852.1498359178221,25847.520251555903,2230041.519847608,126.0,128.0
179.0,2023-09-28,Rachiine,2023-09-28,368.67,360.0,139.0,271.317308,1.95192308,81.935,87.03,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.2,2.016,7.04365079365079,0,moderate,141.7544,129.89662,105.78184,0.0,921.4554946911555,19987.745018863654,2953633.542186836,126.0,128.0,141.7544,129.89662,105.78184,0.0,921.4554946911555,19987.745018863654,2953633.542186836,126.0,128.0
180.0,2023-09-28,Rachiine,2023-09-28,369.02,360.0,110.0,191.794872,1.74358974,79.57,91.25,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.0,1.984,7.05645161290323,0,low,145.30736,122.9261,117.91238,0.0,955.5557211882668,18840.828275773158,3151413.7049917113,126.0,128.0,145.30736,122.9261,117.91238,0.0,955.5557211882668,18840.828275773158,3151413.7049917113,126.0,128.0
181.0,2023-09-28,Rachiine,2023-09-28,339.79,330.0,116.0,238.320513,2.05448718,76.855,83.98,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,12.0,2.112,5.68181818181818,0,moderate,142.35016,125.76994,119.81248,0.0,1109.4259460603998,-1784.0633484034486,4238779.571852648,127.0,128.0,142.35016,125.76994,119.81248,0.0,1109.4259460603998,-1784.0633484034486,4238779.571852648,127.0,128.0
182.0,2023-09-28,Rachiine,2023-09-28,295.13,280.0,113.0,250.990385,2.22115385,76.215,80.74,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,13.5,2.208,6.11413043478261,0,moderate,165.63812,119.0695,126.41032,0.0,895.8878477951556,26995.55215980414,2180005.7452154118,126.0,126.0,165.63812,119.0695,126.41032,0.0,895.8878477951556,26995.55215980414,2180005.7452154118,126.0,126.0
183.0,2023-09-28,Rachiine,2023-09-28,366.43,360.0,115.0,224.102564,1.94871795,82.95,89.83,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.5,2.272,6.38204225352113,0,moderate,161.28052,122.39452,120.04648,0.0,872.6816009877333,29008.75728914802,2289277.6029405594,126.0,126.0,161.28052,122.39452,120.04648,0.0,872.6816009877333,29008.75728914802,2289277.6029405594,126.0,126.0
184.0,2023-09-28,Rachiine,2023-09-28,263.62,260.0,102.0,256.961538,2.51923077,70.815,79.57,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.5,2.56,5.6640625,0,moderate,160.23932,119.55464,114.26254,0.0,742.5399453055555,24722.049318261994,1997367.7172908655,125.0,125.0,160.23932,119.55464,114.26254,0.0,742.5399453055555,24722.049318261994,1997367.7172908655,125.0,125.0
185.0,2023-09-28,Rachiine,2023-09-28,259.39,260.0,103.0,204.019231,1.98076923,72.39,77.22,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,10.6,1.87733333333333,5.64630681818183,0,moderate,140.0933,130.44428,106.5248,0.0,1179.7416854150663,20032.911548377237,4486041.8533799825,126.0,128.0,140.0933,130.44428,106.5248,0.0,1179.7416854150663,20032.911548377237,4486041.8533799825,126.0,128.0
186.0,2023-09-28,Rachiine,2023-09-28,280.19,280.0,89.0,134.926282,1.51602564,72.6,78.59,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,13.6,2.02666666666667,6.71052631578946,0,low,157.4297,120.08568,125.66882,0.0,778.926478928889,18514.103251846496,1713735.2901015673,126.0,126.0,157.4297,120.08568,125.66882,0.0,778.926478928889,18514.103251846496,1713735.2901015673,126.0,126.0
187.0,2023-09-28,Rachiine,2023-09-28,474.79,460.0,139.0,251.714744,1.81089744,90.005,88.87,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,12.0,2.38933333333333,5.02232142857144,0,moderate,147.45494,125.68468,107.09996,0.0,811.9584246026221,16807.174877242924,2482679.171076612,125.0,128.0,147.45494,125.68468,107.09996,0.0,811.9584246026221,16807.174877242924,2482679.171076612,125.0,128.0
188.0,2023-09-28,Rachiine,2023-09-28,417.4,400.0,112.0,199.230769,1.77884615,85.21,86.57,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.2,2.41066666666667,5.89048672566371,0,low,163.42294,126.31546,116.2167,0.0,1029.1504493322223,23092.13170371277,2838521.5820286833,127.0,128.0,163.42294,126.31546,116.2167,0.0,1029.1504493322223,23092.13170371277,2838521.5820286833,127.0,128.0
189.0,2023-09-28,Rachiine,2023-09-28,302.98,300.0,108.0,229.5,2.125,70.375,80.77,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.4,2.64533333333333,5.44354838709678,0,moderate,160.59948,121.94044,123.49952,0.0,823.9201916096,23191.628881666984,1893505.4262517774,126.0,128.0,160.59948,121.94044,123.49952,0.0,823.9201916096,23191.628881666984,1893505.4262517774,126.0,128.0
190.0,2023-09-28,Rachiine,2023-09-28,299.24,290.0,113.0,198.836538,1.75961538,75.59,83.07,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.4,2.496,5.76923076923077,0,low,164.31182,120.71362,119.50782,0.0,877.3804815302666,32659.217071784515,2446590.784423508,126.0,127.0,164.31182,120.71362,119.50782,0.0,877.3804815302666,32659.217071784515,2446590.784423508,126.0,127.0
191.0,2023-09-28,Rachiine,2023-09-28,430.82,420.0,116.0,155.410256,1.33974359,80.5,91.86,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.0,2.77333333333333,5.04807692307693,0,low,158.09964,118.83504,123.99884,0.0,818.6414244899555,27223.33989870802,2072904.0111240817,126.0,128.0,158.09964,118.83504,123.99884,0.0,818.6414244899555,27223.33989870802,2072904.0111240817,126.0,128.0
192.0,2023-09-28,Rachiine,2023-09-28,289.75,280.0,109.0,155.115385,1.42307692,69.19,81.17,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.4,2.752,5.23255813953488,0,low,162.59972,123.06386,125.12464,0.0,928.5983165812892,15828.018949948388,2378493.40338077,128.0,128.0,162.59972,123.06386,125.12464,0.0,928.5983165812892,15828.018949948388,2378493.40338077,128.0,128.0
193.0,2023-09-28,Rachiine,2023-09-28,353.11,350.0,120.0,171.923077,1.43269231,83.245,85.54,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,11.8,2.816,4.19034090909091,0,low,165.94292,125.45134,117.06286,0.0,1005.9836623672891,21262.924383843885,2824670.045766699,127.0,125.0,165.94292,125.45134,117.06286,0.0,1005.9836623672891,21262.924383843885,2824670.045766699,127.0,125.0
194.0,2023-09-28,Rachiine,2023-09-28,395.37,390.0,122.0,246.346154,2.01923077,82.38,89.49,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.0,2.64533333333333,5.29233870967743,0,moderate,158.84012,119.6721,126.03114,0.0,831.9662844344889,19593.409437406124,1905703.5319077477,126.0,128.0,158.84012,119.6721,126.03114,0.0,831.9662844344889,19593.409437406124,1905703.5319077477,126.0,128.0
195.0,2023-09-28,Rachiine,2023-09-28,331.96,330.0,110.0,232.692308,2.11538462,69.735,78.39,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,12.8,2.83733333333333,4.51127819548873,0,moderate,149.8076,118.13794,125.39372,0.0,717.5770847391557,17798.637798678556,1618983.8185775776,126.0,126.0,149.8076,118.13794,125.39372,0.0,717.5770847391557,17798.637798678556,1618983.8185775776,126.0,126.0
196.0,2023-09-28,Rachiine,2023-09-28,408.35,400.0,117.0,266.25,2.27564103,78.115,89.78,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.0,2.624,5.33536585365854,0,moderate,152.5363,117.0184,123.61494,0.0,726.5720691411557,22444.672360048153,1853511.4843145378,126.0,128.0,152.5363,117.0184,123.61494,0.0,726.5720691411557,22444.672360048153,1853511.4843145378,126.0,128.0
197.0,2023-09-28,Rachiine,2023-09-28,329.25,320.0,127.0,207.920354,1.63716814,77.395,84.97,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,14.0,2.24,6.25,0,moderate,153.96302,129.34574,110.70914,0.0,1053.3111888433334,18910.540619136893,3143498.3894508304,128.0,125.0,153.96302,129.34574,110.70914,0.0,1053.3111888433334,18910.540619136893,3143498.3894508304,128.0,125.0
198.0,2023-09-28,Rachiine,2023-09-28,316.13,310.0,125.0,179.572271,1.43657817,73.31,82.11,False,False,True,0.925925925925926,0,False,59.34,237.0,24.85,15.0,2.304,6.51041666666667,0,low,171.59334,122.29146,120.55078,0.0,960.3252055626222,31186.961199458587,2488783.549816456,127.0,128.0,171.59334,122.29146,120.55078,0.0,960.3252055626222,31186.961199458587,2488783.549816456,127.0,128.0
199.0,2023-09-29,ElJahliye,2023-09-28,227.62,220.0,79.0,179.20649,2.26843658,63.05,74.05,True,False,False,0.925925925925926,1,True,38.95,170.0,24.6,11.2,1.312,8.53658536585366,1,low,152.60366,129.02288,114.8048,0.0,1320.3825873116,13561.732422469906,5176317.902215052,127.0,128.0,152.60366,129.02288,114.8048,0.0,1320.3825873116,13561.732422469906,5176317.902215052,127.0,128.0
200.0,2023-09-29,ElJahliye,2023-09-28,194.3,190.0,73.0,139.539823,1.91150442,64.19,70.38,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,12.2,1.6,7.625,1,low,160.0894,123.56854,122.91678,0.0,921.7063129912891,17180.99163550927,2375143.6667072023,127.0,128.0,160.0894,123.56854,122.91678,0.0,921.7063129912891,17180.99163550927,2375143.6667072023,127.0,128.0
201.0,2023-09-29,ElJahliye,2023-09-28,183.56,180.0,64.0,152.353982,2.38053097,59.53,68.93,True,False,False,0.925925925925926,1,True,38.95,170.0,24.6,15.0,1.6,9.375,1,low,159.73354,120.5066,127.69442,0.0,790.9809775118222,14032.618632214315,1602551.2692895797,128.0,126.0,159.73354,120.5066,127.69442,0.0,790.9809775118222,14032.618632214315,1602551.2692895797,128.0,126.0
202.0,2023-09-29,ElJahliye,2023-09-28,257.44,250.0,95.0,214.660767,2.25958702,69.52,75.79,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,15.0,1.856,8.08189655172414,1,moderate,164.89556,124.62494,123.90214,0.0,538.0819083811555,9246.588925431119,753952.6945893752,128.0,128.0,164.89556,124.62494,123.90214,0.0,538.0819083811555,9246.588925431119,753952.6945893752,128.0,128.0
203.0,2023-09-29,ElJahliye,2023-09-28,160.17,160.0,58.0,145.256637,2.50442478,56.055,73.09,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,13.0,1.696,7.66509433962264,1,low,160.97492,127.48228,115.23382,0.0,1094.7080923732888,22615.261300377824,3390789.178678815,127.0,128.0,160.97492,127.48228,115.23382,0.0,1094.7080923732888,22615.261300377824,3390789.178678815,127.0,128.0
204.0,2023-09-29,ElJahliye,2023-09-28,165.7,160.0,62.0,102.967552,1.66076696,60.36,68.73,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,16.2,2.272,7.13028169014085,1,low,170.61112,119.41238,121.05056,0.0,939.0011972351555,33517.52420295459,2555702.0349548226,126.0,128.0,170.61112,119.41238,121.05056,0.0,939.0011972351555,33517.52420295459,2555702.0349548226,126.0,128.0
205.0,2023-09-29,ElJahliye,2023-09-28,164.92,160.0,59.0,178.914454,3.03244838,57.06,65.98,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,14.0,2.048,6.8359375,1,low,163.31356,124.47554,123.989,0.0,765.3715889322224,13821.035765445891,1439959.90440494,128.0,126.0,163.31356,124.47554,123.989,0.0,765.3715889322224,13821.035765445891,1439959.90440494,128.0,126.0
206.0,2023-09-29,ElJahliye,2023-09-28,189.85,180.0,67.0,192.106195,2.86725664,61.15,69.63,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,14.0,1.92,7.29166666666667,1,low,166.58644,127.14448,117.3678,0.0,1073.1478371512885,19952.06515655016,2972346.8145086407,128.0,128.0,166.58644,127.14448,117.3678,0.0,1073.1478371512885,19952.06515655016,2972346.8145086407,128.0,128.0
207.0,2023-09-29,ElJahliye,2023-09-28,209.67,200.0,72.0,153.557522,2.13274336,60.18,73.84,True,False,False,0.925925925925926,1,False,38.95,170.0,24.6,15.6,2.08,7.5,1,low,171.21962,121.54438,122.40744,0.0,1096.0540853696,38545.15166394097,3229199.772895154,126.0,128.0,171.21962,121.54438,122.40744,0.0,1096.0540853696,38545.15166394097,3229199.772895154,126.0,128.0
208.0,2023-09-29,ElJahliye,2023-09-28,174.8,170.0,63.0,98.1238938,1.55752212,57.625,70.06,True,False,False,0.925925925925926,1,True,38.95,170.0,24.6,14.5,1.664,8.71394230769231,1,low,148.1533,122.7347,116.3122,0.0,928.6610533288888,19679.060013270824,3051276.8566325163,126.0,128.0,148.1533,122.7347,116.3122,0.0,928.6610533288888,19679.060013270824,3051276.8566325163,126.0,128.0
209.0,2023-09-29,ElJahliye,2023-09-28,177.56,170.0,61.0,92.8495575,1.52212389,50.565,61.89,True,False,False,0.925925925925926,1,True,38.95,170.0,24.6,15.0,1.696,8.84433962264151,1,low,172.16362,121.50744,123.23822,0.0,891.4762588757334,25627.430113858387,2004630.4497356277,128.0,128.0,172.16362,121.50744,123.23822,0.0,891.4762588757334,25627.430113858387,2004630.4497356277,128.0,128.0
