no.,receiving_date,location,harvesting_date,mass_g,volume_ml,yield_of_juice_ml,polyphenols_content_mg,polyphenols_concentration_mggae/ml,length,width,location_ElJahliye,location_Hasbaya,location_Rachiine,day_time_diff,n_days,maturity,humidity,solar_radiation,air_temperature,degree_brix,ta_av,mi,color_intensity_n,color_intensity_d,color_intensity,dilution,precipitation,day_time_diff_harvesting,day_time_diff_receiving,days_since_harvesting,normalized_days_since_harvesting,harvesting_mapping
300.0,2023-10-11,Hasbaya,2023-10-10,176.77,170.0,74.0,144.20513,1.948718,53.52,63.1,False,True,False,0.259259,1,False,73.95,130.0,20.7,14.9,0.4266666666666667,34.92187499999999,1.0041,0.0,1.0041,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
301.0,2023-10-11,Hasbaya,2023-10-10,160.03,150.0,62.0,169.19414,2.728938,51.795,69.36,False,True,False,0.259259,1,False,73.95,130.0,20.7,14.9,0.4053333333333333,36.75986842105263,0.9776,0.0,0.9776,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
302.0,2023-10-11,Hasbaya,2023-10-10,210.11,200.0,85.0,233.82784,2.750916,55.545,72.53,False,True,False,0.259259,1,True,73.95,130.0,20.7,15.1,0.4053333333333333,37.253289473684205,1.1568,0.0,1.1568,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
303.0,2023-10-11,Hasbaya,2023-10-10,263.64,250.0,101.0,266.37363,2.637363,59.34,78.88,False,True,False,0.259259,1,False,73.95,130.0,20.7,14.9,0.4437333333333333,33.57872596153846,1.1095,0.0,1.1095,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
304.0,2023-10-11,Hasbaya,2023-10-10,309.06,300.0,133.0,262.58974,1.974359,63.865,75.99,False,True,False,0.259259,1,False,73.95,130.0,20.7,15.0,0.3498666666666666,42.873475609756106,1.14,0.0,1.14,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
305.0,2023-10-11,Hasbaya,2023-10-10,309.92,300.0,127.0,241.90476,1.904762,66.545,77.86,False,True,False,0.259259,1,False,73.95,130.0,20.7,15.0,0.3754666666666666,39.950284090909086,1.7328,0.0,1.7328,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
306.0,2023-10-11,Hasbaya,2023-10-10,301.94,300.0,121.0,331.97436,2.74359,75.455,75.24,False,True,False,0.259259,1,True,73.95,130.0,20.7,15.5,0.4053333333333333,38.24013157894736,1.1741,0.0,1.1741,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
307.0,2023-10-11,Hasbaya,2023-10-10,338.32,320.0,135.0,464.83516,3.443223,64.185,78.22,False,True,False,0.259259,1,False,73.95,130.0,20.7,15.0,0.4096,36.62109375,1.3097,0.0,1.3097,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
308.0,2023-10-11,Hasbaya,2023-10-10,108.83,100.0,41.0,128.70696,3.139194,46.09,54.93,False,True,False,0.259259,1,False,73.95,130.0,20.7,14.8,0.4565333333333334,32.418224299065415,1.0137,0.0,1.0137,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
309.0,2023-10-11,Hasbaya,2023-10-10,331.53,320.0,127.0,318.1978,2.505495,69.32,84.45,False,True,False,0.259259,1,False,73.95,130.0,20.7,14.0,0.4181333333333334,33.482142857142854,0.9056,0.0,0.9056,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
310.0,2023-10-11,Hasbaya,2023-10-10,369.28,360.0,165.0,310.05495,1.879121,67.965,86.36,False,True,False,0.259259,1,True,73.95,130.0,20.7,15.2,0.4181333333333333,36.35204081632653,1.6255,0.0,1.6255,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
311.0,2023-10-11,Hasbaya,2023-10-10,227.92,220.0,95.0,155.91603,1.641221,59.315,76.91,False,True,False,0.259259,1,True,73.95,130.0,20.7,15.4,0.4053333333333333,37.993421052631575,1.0714,0.0,1.0714,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
312.0,2023-10-11,Hasbaya,2023-10-10,156.34,150.0,66.0,116.0458,1.75827,56.575,66.46,False,True,False,0.259259,1,False,73.95,130.0,20.7,14.7,0.3968,37.04637096774193,0.8582,0.0,0.8582,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
313.0,2023-10-11,Hasbaya,2023-10-10,219.17,220.0,86.0,154.71247,1.798982,58.135,72.61,False,True,False,0.259259,1,True,73.95,130.0,20.7,15.2,0.4437333333333333,34.254807692307686,1.1847,0.0,1.1847,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
314.0,2023-10-11,Hasbaya,2023-10-10,196.83,190.0,70.0,118.80407,1.697201,56.95,69.84,False,True,False,0.259259,1,False,73.95,130.0,20.7,14.5,0.3370666666666666,43.01819620253164,2.2376,0.0,2.2376,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
315.0,2023-10-11,Hasbaya,2023-10-10,111.12,110.0,42.0,68.931298,1.641221,47.205,56.57,False,True,False,0.259259,1,True,73.95,130.0,20.7,15.2,0.3968000000000001,38.30645161290322,1.8563,0.0,1.8563,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
316.0,2023-10-11,Hasbaya,2023-10-10,179.1,170.0,70.0,125.92875,1.798982,53.17,65.67,False,True,False,0.259259,1,True,73.95,130.0,20.7,16.2,0.4309333333333333,37.592821782178206,2.5294,0.0,2.5294,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
317.0,2023-10-11,Hasbaya,2023-10-10,201.79,200.0,80.0,105.44529,1.318066,57.235,67.63,False,True,False,0.259259,1,True,73.95,130.0,20.7,15.8,0.4010666666666667,39.39494680851063,2.1157,0.0,2.1157,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
318.0,2023-10-11,Hasbaya,2023-10-10,386.02,380.0,164.0,289.19084,1.763359,72.08,81.49,False,True,False,0.259259,1,False,73.95,130.0,20.7,15.0,0.4522666666666667,33.16627358490565,1.7529,0.0,1.7529,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
319.0,2023-10-11,Hasbaya,2023-10-10,286.89,270.0,124.0,217.3944,1.753181,64.68,80.15,False,True,False,0.259259,1,True,73.95,130.0,20.7,15.2,0.3797333333333334,40.02808988764044,1.5453,0.0,1.5453,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
320.0,2023-10-11,Rachiine,2023-10-11,356.76,350.0,142.0,249.31298,1.755725,79.71,84.38,False,False,True,0.296296,0,True,71.66,129.0,21.45,16.0,0.5248,30.487804878048777,2.0028,0.0,2.0028,False,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
321.0,2023-10-11,Rachiine,2023-10-11,476.35,470.0,160.0,358.26972,2.239186,84.875,91.56,False,False,True,0.296296,0,True,71.66,129.0,21.45,15.5,0.4650666666666667,33.32855504587155,2.9177,0.0,2.9177,False,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
322.0,2023-10-11,Rachiine,2023-10-11,441.31,430.0,162.0,429.93893,2.653944,81.845,89.08,False,False,True,0.296296,0,True,71.66,129.0,21.45,15.4,0.5162666666666667,29.829545454545457,2.2639,0.0,2.2639,False,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
323.0,2023-10-11,Rachiine,2023-10-11,286.56,280.0,88.0,240.26463,2.73028,72.04,80.93,False,False,True,0.296296,0,True,71.66,129.0,21.45,15.1,0.4992,30.248397435897434,0.0,2.857862,2.857862,True,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
324.0,2023-10-11,Rachiine,2023-10-11,436.98,430.0,155.0,369.55471,2.384224,81.07,83.57,False,False,True,0.296296,0,True,71.66,129.0,21.45,15.6,0.5162666666666667,30.216942148760328,2.412,0.0,2.412,False,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
325.0,2023-10-11,Rachiine,2023-10-11,350.91,340.0,141.0,390.70992,2.770992,74.175,87.08,False,False,True,0.296296,0,True,71.66,129.0,21.45,15.5,0.576,26.90972222222221,1.9073,0.0,1.9073,False,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
326.0,2023-10-11,Rachiine,2023-10-11,313.47,310.0,114.0,155.77099,1.366412,70.535,84.03,False,False,True,0.296296,0,False,71.66,129.0,21.45,15.0,0.4608,32.55208333333333,2.369,0.0,2.369,False,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
327.0,2023-10-11,Rachiine,2023-10-11,360.06,350.0,140.0,260.05089,1.857506,72.73,88.03,False,False,True,0.296296,0,True,71.66,129.0,21.45,15.3,0.5077333333333333,30.13392857142857,2.0632,0.0,2.0632,False,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
328.0,2023-10-11,Rachiine,2023-10-11,347.3,340.0,111.0,229.34351,2.066158,75.195,87.08,False,False,True,0.296296,0,True,71.66,129.0,21.45,15.6,0.4138666666666666,37.69329896907217,3.3307,0.0,3.3307,False,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
329.0,2023-10-11,Rachiine,2023-10-11,373.16,360.0,143.0,284.18066,1.987277,73.215,87.26,False,False,True,0.296296,0,False,71.66,129.0,21.45,15.0,0.4736,31.67229729729729,2.6042,0.0,2.6042,False,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
330.0,2023-10-11,Rachiine,2023-10-11,346.74,330.0,113.0,295.00763,2.610687,74.31,87.25,False,False,True,0.296296,0,True,71.66,129.0,21.45,15.9,0.5461333333333332,29.11376953125,4.4959,0.0,4.4959,False,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
331.0,2023-10-11,Rachiine,2023-10-11,356.34,350.0,142.0,313.98982,2.211196,77.43,85.42,False,False,True,0.296296,0,False,71.66,129.0,21.45,14.9,0.5034666666666667,29.594809322033896,2.5196,0.0,2.5196,False,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
332.0,2023-10-11,Rachiine,2023-10-11,420.17,420.0,130.0,182.92621,1.407125,81.72,88.78,False,False,True,0.296296,0,True,71.66,129.0,21.45,15.2,0.4266666666666666,35.62499999999999,2.2732,0.0,2.2732,False,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
333.0,2023-10-11,Rachiine,2023-10-11,300.96,300.0,107.0,169.89313,1.587786,69.94,81.02,False,False,True,0.296296,0,True,71.66,129.0,21.45,15.2,0.4650666666666667,32.683486238532105,0.0,6.70995,6.70995,True,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
334.0,2023-10-11,Rachiine,2023-10-11,337.88,330.0,112.0,273.58779,2.442748,74.45,85.75,False,False,True,0.296296,0,False,71.66,129.0,21.45,15.0,0.4736,31.67229729729729,0.0,1.622866,1.622866,True,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
335.0,2023-10-11,Rachiine,2023-10-11,395.6,390.0,142.0,406.84987,2.86514,80.135,85.41,False,False,True,0.296296,0,True,71.66,129.0,21.45,15.5,0.4650666666666667,33.32855504587155,0.0,3.122698,3.122698,True,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
336.0,2023-10-11,Rachiine,2023-10-11,438.99,430.0,167.0,307.65394,1.842239,81.12,93.3,False,False,True,0.296296,0,True,71.66,129.0,21.45,15.4,0.4693333333333333,32.8125,2.4127,0.0,2.4127,False,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
337.0,2023-10-11,Rachiine,2023-10-11,440.03,430.0,174.0,307.70992,1.768448,82.95,92.72,False,False,True,0.296296,0,True,71.66,129.0,21.45,15.2,0.4736,32.09459459459459,2.4161,0.0,2.4161,False,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
338.0,2023-10-11,Rachiine,2023-10-11,352.14,350.0,129.0,263.58015,2.043257,80.81,90.82,False,False,True,0.296296,0,False,71.66,129.0,21.45,15.0,0.5077333333333333,29.54306722689076,2.5149,0.0,2.5149,False,0.0,0.2962962962962963,0.2592592592592592,0,0.0,0.5138888888888888
340.0,2023-10-13,ElJahliye,2023-10-12,240.54,240.0,82.0,238.48855,2.908397,62.56,72.09,True,False,False,0.333333,1,True,85.59,109.0,17.53,16.0,0.3541333333333332,45.18072289156628,2.9778,0.0,2.9778,False,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
341.0,2023-10-13,ElJahliye,2023-10-12,267.1,260.0,95.0,316.42494,3.330789,58.755,76.14,True,False,False,0.333333,1,True,85.59,109.0,17.53,16.0,0.4992,32.05128205128205,2.5642,0.0,2.5642,False,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
342.0,2023-10-13,ElJahliye,2023-10-12,228.82,220.0,80.0,167.73537,2.096692,65.61,72.26,True,False,False,0.333333,1,False,85.59,109.0,17.53,15.0,0.3754666666666666,39.950284090909086,1.6758,0.0,1.6758,False,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
343.0,2023-10-13,ElJahliye,2023-10-12,285.28,270.0,110.0,244.07125,2.21883,66.36,79.96,True,False,False,0.333333,1,True,85.59,109.0,17.53,15.1,0.3498666666666666,43.15929878048781,1.8232,0.0,1.8232,False,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
344.0,2023-10-13,ElJahliye,2023-10-12,326.23,310.0,122.0,404.18321,3.312977,63.815,80.45,True,False,False,0.333333,1,True,85.59,109.0,17.53,15.6,0.4480000000000001,34.82142857142856,2.5915,0.0,2.5915,False,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
345.0,2023-10-13,ElJahliye,2023-10-12,249.34,250.0,81.0,141.38931,1.745547,66.995,71.38,True,False,False,0.333333,1,True,85.59,109.0,17.53,15.5,0.3370666666666666,45.98496835443038,2.5408,0.0,2.5408,False,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
346.0,2023-10-13,ElJahliye,2023-10-12,263.56,250.0,95.0,130.05089,1.368957,64.705,76.8,True,False,False,0.333333,1,True,85.59,109.0,17.53,15.2,0.3370666666666666,45.09493670886076,2.1783,0.0,2.1783,False,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
347.0,2023-10-13,ElJahliye,2023-10-12,221.04,210.0,74.0,156.47328,2.114504,58.18,76.19,True,False,False,0.333333,1,True,85.59,109.0,17.53,16.0,0.5077333333333333,31.512605042016805,0.0,5.77218,5.77218,True,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
348.0,2023-10-13,ElJahliye,2023-10-12,264.65,250.0,94.0,252.10178,2.681934,63.625,77.91,True,False,False,0.333333,1,True,85.59,109.0,17.53,16.0,0.4352,36.76470588235294,3.6749,0.0,3.6749,False,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
349.0,2023-10-13,ElJahliye,2023-10-12,354.53,340.0,137.0,289.68702,2.114504,71.51,84.22,True,False,False,0.333333,1,True,85.59,109.0,17.53,16.5,0.3967999999999999,41.58266129032258,3.9771,0.0,3.9771,False,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
350.0,2023-10-13,ElJahliye,2023-10-12,245.56,240.0,81.0,205.28244,2.534351,63.89,73.6,True,False,False,0.333333,1,True,85.59,109.0,17.53,15.5,0.3669333333333333,42.24200581395349,3.7528,0.0,3.7528,False,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
351.0,2023-10-13,ElJahliye,2023-10-12,343.77,330.0,131.0,413.33333,3.155216,72.455,86.47,True,False,False,0.333333,1,True,85.59,109.0,17.53,16.0,0.3925333333333333,40.76086956521739,0.0,3.643056,3.643056,True,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
352.0,2023-10-13,ElJahliye,2023-10-12,262.4,250.0,91.0,214.4173,2.356234,64.075,74.66,True,False,False,0.333333,1,True,85.59,109.0,17.53,17.0,0.4223999999999999,40.246212121212125,0.0,4.35899,4.35899,True,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
353.0,2023-10-13,ElJahliye,2023-10-12,243.07,240.0,81.0,196.21374,2.422392,60.655,73.91,True,False,False,0.333333,1,True,85.59,109.0,17.53,16.0,0.3797333333333334,42.13483146067415,2.8629,0.0,2.8629,False,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
354.0,2023-10-13,ElJahliye,2023-10-12,318.49,300.0,115.0,399.13486,3.470738,68.025,83.03,True,False,False,0.333333,1,True,85.59,109.0,17.53,16.9,0.4693333333333333,36.00852272727272,0.0,2.884795,2.884795,True,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
355.0,2023-10-13,ElJahliye,2023-10-12,295.77,280.0,116.0,382.53435,3.29771,66.54,78.59,True,False,False,0.333333,1,True,85.59,109.0,17.53,16.4,0.4309333333333333,38.0569306930693,0.0,1.701004,1.701004,True,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
356.0,2023-10-13,ElJahliye,2023-10-12,239.09,230.0,81.0,251.8626,3.109415,62.0,75.46,True,False,False,0.333333,1,True,85.59,109.0,17.53,16.0,0.4565333333333334,35.04672897196261,2.1664,0.0,2.1664,False,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
357.0,2023-10-13,ElJahliye,2023-10-12,287.62,270.0,112.0,303.333333,2.708333,73.86,83.74,True,False,False,0.333333,1,True,85.59,109.0,17.53,15.5,0.4394666666666666,35.27002427184466,0.0,1.277204,1.277204,True,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
358.0,2023-10-13,ElJahliye,2023-10-12,361.98,350.0,145.0,522.371795,3.602564,76.295,83.26,True,False,False,0.333333,1,True,85.59,109.0,17.53,15.6,0.5888000000000001,26.494565217391298,2.6553,0.0,2.6553,False,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
359.0,2023-10-13,ElJahliye,2023-10-12,285.36,270.0,97.0,327.064103,3.371795,61.055,76.61,True,False,False,0.333333,1,True,85.59,109.0,17.53,15.1,0.4778666666666667,31.59877232142857,3.3242,0.0,3.3242,False,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
360.0,2023-10-13,ElJahliye,2023-10-12,367.48,350.0,132.0,575.384615,4.358974,66.905,79.86,True,False,False,0.333333,1,True,85.59,109.0,17.53,16.6,0.512,32.421875,2.4806,0.0,2.4806,False,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
361.0,2023-10-13,ElJahliye,2023-10-12,267.67,260.0,97.0,398.259615,4.105769,64.51,76.38,True,False,False,0.333333,1,True,85.59,109.0,17.53,16.0,0.4138666666666667,38.65979381443298,0.0,3.344162,3.344162,True,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
362.0,2023-10-13,ElJahliye,2023-10-12,344.55,330.0,132.0,539.0,4.083333,75.915,89.27,True,False,False,0.333333,1,True,85.59,109.0,17.53,16.1,0.5333333333333333,30.187500000000004,0.0,1.763687,1.763687,True,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
363.0,2023-10-13,ElJahliye,2023-10-12,267.44,250.0,97.0,282.605769,2.913462,65.385,75.72,True,False,False,0.333333,1,False,85.59,109.0,17.53,13.8,0.2901333333333333,47.56433823529412,3.1684,0.0,3.1684,False,0.4,0.3333333333333333,0.3333333333333333,1,0.25,0.5277777777777778
364.0,2023-10-26,Rachiine,2023-10-26,246.15,240.0,92.0,256.24359,2.785256,64.66,76.17,False,False,True,0.851852,0,False,35.41,179.0,26.07,12.5,0.3925333333333334,31.84442934782608,1.7284,0.0,1.7284,False,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
365.0,2023-10-26,Rachiine,2023-10-26,306.44,300.0,103.0,332.108974,3.224359,77.735,85.19,False,False,True,0.851852,0,False,35.41,179.0,26.07,13.9,0.4906666666666666,28.32880434782609,0.0,5.162932,5.162932,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
366.0,2023-10-26,Rachiine,2023-10-26,322.81,310.0,137.0,363.13782,2.650641,73.645,81.21,False,False,True,0.851852,0,False,35.41,179.0,26.07,13.0,0.3072,42.31770833333333,1.3151,0.0,1.3151,False,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
367.0,2023-10-26,Rachiine,2023-10-26,408.25,400.0,165.0,410.384615,2.487179,77.445,86.98,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.8,0.5717333333333334,25.886194029850746,0.0,4.146843,4.146843,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
368.0,2023-10-26,Rachiine,2023-10-26,326.9,320.0,112.0,458.769231,4.096154,72.885,83.65,False,False,True,0.851852,0,False,35.41,179.0,26.07,13.8,0.4949333333333333,27.88254310344828,0.0,5.161553,5.161553,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
369.0,2023-10-26,Rachiine,2023-10-26,298.1,290.0,100.0,246.153846,2.461538,68.97,83.49,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.0,0.4821333333333333,29.037610619469024,0.0,3.939061,3.939061,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
370.0,2023-10-26,Rachiine,2023-10-26,403.72,390.0,123.0,502.25,4.083333,81.89,90.51,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.0,0.6911999999999999,20.25462962962964,0.0,4.114394,4.114394,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
371.0,2023-10-26,Rachiine,2023-10-26,349.88,340.0,133.0,361.060897,2.714744,67.08,77.71,False,False,True,0.851852,0,False,35.41,179.0,26.07,13.5,0.5717333333333334,23.612406716417908,0.0,6.376238,6.376238,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
372.0,2023-10-26,Rachiine,2023-10-26,233.3,220.0,89.0,243.894231,2.740385,64.005,74.34,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.4,0.6357333333333333,22.651006711409394,2.4465,0.0,2.4465,False,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
373.0,2023-10-26,Rachiine,2023-10-26,260.72,250.0,87.0,387.653061,4.455782,66.295,77.37,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.8,0.7082666666666664,20.896084337349404,1.642316,0.0,1.642316,False,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
374.0,2023-10-26,Rachiine,2023-10-26,227.72,220.0,89.0,288.190476,3.238095,61.86,77.71,False,False,True,0.851852,0,False,35.41,179.0,26.07,13.2,0.3669333333333333,35.973837209302324,0.0,4.785474,4.785474,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
375.0,2023-10-26,Rachiine,2023-10-26,399.85,390.0,174.0,549.22449,3.156463,80.505,90.27,False,False,True,0.851852,0,False,35.41,179.0,26.07,13.1,0.3797333333333334,34.49789325842696,2.587977,0.0,2.587977,False,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
376.0,2023-10-26,Rachiine,2023-10-26,311.73,310.0,131.0,363.591837,2.77551,69.705,81.67,False,False,True,0.851852,0,False,35.41,179.0,26.07,13.2,0.3968,33.26612903225806,2.313784,0.0,2.313784,False,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
377.0,2023-10-26,Rachiine,2023-10-26,270.56,260.0,103.0,332.823129,3.231293,68.3,74.25,False,False,True,0.851852,0,False,35.41,179.0,26.07,13.8,0.5930666666666667,23.26888489208633,2.807607,0.0,2.807607,False,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
378.0,2023-10-26,Rachiine,2023-10-26,327.48,320.0,134.0,385.136054,2.87415,72.07,81.76,False,False,True,0.851852,0,False,35.41,179.0,26.07,15.0,0.6784000000000002,22.110849056603765,2.380645,0.0,2.380645,False,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
379.0,2023-10-26,Rachiine,2023-10-26,454.56,450.0,161.0,843.333333,5.238095,83.365,87.46,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.4,0.6400000000000001,22.5,0.0,2.872162,2.872162,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
380.0,2023-10-26,Rachiine,2023-10-26,243.92,240.0,93.0,238.193878,2.561224,63.745,75.37,False,False,True,0.851852,0,False,35.41,179.0,26.07,12.8,0.384,33.33333333333333,0.0,3.493765,3.493765,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
381.0,2023-10-26,Rachiine,2023-10-26,286.88,280.0,112.0,259.047619,2.312925,67.495,78.25,False,False,True,0.851852,0,False,35.41,179.0,26.07,12.4,0.3711999999999999,33.4051724137931,0.0,2.210388,2.210388,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
382.0,2023-10-26,Rachiine,2023-10-26,320.11,310.0,124.0,468.163265,3.77551,62.225,84.42,False,False,True,0.851852,0,False,35.41,179.0,26.07,13.2,0.3711999999999999,35.560344827586206,0.0,3.540797,3.540797,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
383.0,2023-10-26,Rachiine,2023-10-26,235.89,230.0,85.0,240.255102,2.826531,63.94,71.65,False,False,True,0.851852,0,True,35.41,179.0,26.07,15.4,0.576,26.736111111111107,2.794669,0.0,2.794669,False,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
384.0,2023-10-26,Rachiine,2023-10-26,269.15,260.0,100.0,327.55102,3.27551,67.79,75.79,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.0,0.6357333333333334,22.021812080536908,0.0,1.550136,1.550136,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
385.0,2023-10-26,Rachiine,2023-10-26,266.0,260.0,85.0,289.115646,3.401361,72.945,79.83,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.4,0.6016000000000001,23.93617021276595,0.0,2.690604,2.690604,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
386.0,2023-10-26,Rachiine,2023-10-26,403.9,390.0,170.0,585.170068,3.442177,78.135,83.89,False,False,True,0.851852,0,False,35.41,179.0,26.07,13.8,0.3413333333333333,40.4296875,0.0,1.676797,1.676797,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
387.0,2023-10-26,Rachiine,2023-10-26,419.5,400.0,153.0,508.959184,3.326531,73.595,89.81,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.6,0.4906666666666666,29.75543478260869,0.0,4.416451,4.416451,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
388.0,2023-10-26,Rachiine,2023-10-26,259.62,260.0,79.0,220.608844,2.792517,70.16,72.64,False,False,True,0.851852,0,False,35.41,179.0,26.07,15.0,0.64,23.4375,2.5457,0.0,2.5457,False,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
389.0,2023-10-26,Rachiine,2023-10-26,270.07,270.0,96.0,232.163265,2.418367,67.54,78.8,False,False,True,0.851852,0,False,35.41,179.0,26.07,15.0,0.7125333333333334,21.051646706586823,2.2992,0.0,2.2992,False,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
